contest_name,choice,votes
City of Boulder Ballot Question 2D,Yes/For,31751
City of Boulder Ballot Question 2D,No/Against,23988
City of Boulder Ballot Question 2E,Yes/For,42784
City of Boulder Ballot Question 2E,No/Against,11972
City of Boulder Ballot Question 2F,Yes/For,46257
City of Boulder Ballot Question 2F,No/Against,8268
City of Canon City Ballot Question 2A,No/Against,5686
City of Canon City Ballot Question 2A,Yes/For,3098
City of Castle Pines Ballot Issue 2A,No,4453
City of Castle Pines Ballot Issue 2A,Yes,3258
City of Central Alderman,Kara Tinucci,268
City of Central Alderman,Jeffrey Aiken,227
City of Central Alderman,Michele E. Roussel,193
City of Central Ballot Question 2B,Yes,295
City of Central Ballot Question 2B,No,116
City of Colorado Springs Ballot Issue 2A,Yes/For,137433
City of Colorado Springs Ballot Issue 2A,No/Against,96143
City of Colorado Springs Ballot Question 2B,Yes/For,132460
City of Colorado Springs Ballot Question 2B,No/Against,90796
City of Colorado Springs Ballot Question 2C,Yes/For,113639
City of Colorado Springs Ballot Question 2C,No/Against,106014
City of Craig Ballot Question 2B,Yes/For,3042
City of Craig Ballot Question 2B,No/Against,847
City of Craig Ballot Question 2C,Yes/For,3169
City of Craig Ballot Question 2C,No/Against,788
City of Craig Ballot Question 2D,Yes/For,3135
City of Craig Ballot Question 2D,No/Against,781
City of Craig Ballot Question 2E,Yes/For,2999
City of Craig Ballot Question 2E,No/Against,862
City of Craig Ballot Question 2F,Yes/For,3299
City of Craig Ballot Question 2F,No/Against,635
City of Cripple Creek 2A,Yes/For,406
City of Cripple Creek 2A,No/Against,137
City of Dacono Council Members,Adam Morehead,1263
City of Dacono Council Members,Kathryn Wittman,1171
City of Dacono Council Members,Debbie Nasta,802
City of Dacono Council Members,Kevin Plain,708
City of Edgewater Ballot Question 2A,Yes/For,1514
City of Edgewater Ballot Question 2A,No/Against,881
City of Englewood Ballot Issue 2B,No,11724
City of Englewood Ballot Issue 2B,Yes,6426
City of Englewood Ballot Question 2A,Yes,14496
City of Englewood Ballot Question 2A,No,3824
City of Fort Lupton Ballot Issue 2A,Yes/For,2340
City of Fort Lupton Ballot Issue 2A,No/Against,985
City of Fort Lupton Ballot Issue 2B,Yes/For,1864
City of Fort Lupton Ballot Issue 2B,No/Against,1490
City of Fort Lupton Ballot Question 2C,Yes/For,2029
City of Fort Lupton Ballot Question 2C,No/Against,1355
City of Glenwood Springs Ballot Issue 2A,Yes/For,2810
City of Glenwood Springs Ballot Issue 2A,No/Against,1949
City of Grand Junction Referred Measure 2A,Yes/For,22756
City of Grand Junction Referred Measure 2A,No/Against,12663
City of Greeley Ballot Issue 2I,Yes/For,31572
City of Greeley Ballot Issue 2I,No/Against,11992
City of Holyoke Ballot Question 2A,Yes/For,800
City of Holyoke Ballot Question 2A,No/Against,206
City of Holyoke Council Member,John Schneider,791
City of Holyoke Council Member,Kevin Scott,558
City of Holyoke Council Member,Ashley Sullivan,492
City of Holyoke Council Member,Catherine R. Edge,383
City of Holyoke Council Member,Jimmy French,247
City of Holyoke Council Member,Hannah L. Goodman,203
City of Holyoke Mayor,Orville H. Tonsing,369
City of Holyoke Mayor,Jes-c French,340
City of Holyoke Mayor,Roger L. Hogan,312
City of Idaho Springs Ballot Question 2A,No/Against,620
City of Idaho Springs Ballot Question 2A,Yes/For,369
City of La Junta Ballot Question 2A,Yes/For,1872
City of La Junta Ballot Question 2A,No/Against,1251
City of Lakewood Ballot Question 2B,Yes/For,58178
City of Lakewood Ballot Question 2B,No/Against,29960
City of Littleton Ballot Question 300,Yes,18536
City of Littleton Ballot Question 300,No,9805
City of Littleton Ballot Question 3A,Yes,22044
City of Littleton Ballot Question 3A,No,5357
City of Longmont Ballot Question 3C,Yes/For,42322
City of Longmont Ballot Question 3C,No/Against,11148
City of Longmont Ballot Question 3D,Yes/For,27993
City of Longmont Ballot Question 3D,No/Against,23741
City of Louisville Ballot Issue 2A,Yes/For,8891
City of Louisville Ballot Issue 2A,No/Against,5394
City of Louisville City Council Ward 3,Kyle Brown,2965
City of Loveland Ballot Issue 2A,No/Against,27608
City of Loveland Ballot Issue 2A,Yes/For,19017
City of Montrose Ballot Question 2A,Yes/For,7669
City of Montrose Ballot Question 2A,No/Against,2814
City of Ouray Ballot Issue 2A,Yes/For,563
City of Ouray Ballot Issue 2A,No/Against,141
City of Pueblo Ballot Issue 2A,Yes/For,34134
City of Pueblo Ballot Issue 2A,No/Against,16903
City of Woodland Park Councilmember,Stephanie Alfieri,2177
City of Woodland Park Councilmember,Catherine Nakai,1975
City of Woodland Park Councilmember,Don Dezellem,618
City of Yuma Ballot Question 2J,Yes/For,850
City of Yuma Ballot Question 2J,No/Against,376
Clear Creek County Ballot Issue 1A,No/Against,3383
Clear Creek County Ballot Issue 1A,Yes/For,2598
Clear Creek County Commissioner - District 2,Sean C. Wood,4142
Clear Creek County Commissioner - District 3,Randy Wheelock,3528
Clear Creek County Commissioner - District 3,Mike Spies,2704
Clear Creek County Court Judge - Jones,Yes,4322
Clear Creek County Court Judge - Jones,No,1057
Colorado Court of Appeals Judge - Tow,Yes,1867577
Colorado Court of Appeals Judge - Tow,No,771015
Colorado Court of Appeals Judge - Welling,Yes,1844521
Colorado Court of Appeals Judge - Welling,No,788178
Colorado River Water Conservation District Ballot Issue 7A,Yes/For,182908
Colorado River Water Conservation District Ballot Issue 7A,No/Against,71727
Colorado Springs School District 11 Ballot Issue 4A,Yes/For,88099
Colorado Springs School District 11 Ballot Issue 4A,No/Against,30607
Conejos County Commissioner - District 1,Carlos Garcia,2318
Conejos County Commissioner - District 1,Placido Erwin Romero,1995
Conejos County Commissioner - District 3,Joseph Baroz,2600
Conejos County Commissioner - District 3,Dwight L. Martin,1700
Conejos County Court Judge - Cortez,Yes,2985
Conejos County Court Judge - Cortez,No,988
Costilla County Commissioner - District 1,Robert Espinoza,1551
Costilla County Commissioner - District 3,Steven Romero,1252
Costilla County Commissioner - District 3,Fidel Rodriguez,562
Crowley County Commissioner - District 2,Blaine Arbuthnot,1354
Crowley County Commissioner - District 3,Terry McMillian,1496
Crowley County Court Judge - Medina,Yes,924
Crowley County Court Judge - Medina,No,720
Custer County Commissioner - District 2,Kevin V. Day,2494
Custer County Commissioner - District 2,Lynn Attebery,574
Custer County Commissioner - District 3,Tommy G. Flower,1816
Custer County Commissioner - District 3,Lucas D. Epp,1236
Deer Mountain Fire Protection District Ballot Issue 6A,No/Against,962
Deer Mountain Fire Protection District Ballot Issue 6A,Yes/For,734
Delta County Ballot Issue 1A,Yes/For,11201
Delta County Ballot Issue 1A,No/Against,7585
Delta County Commissioner - District 2,Don Suppes,14590
Delta County Commissioner - District 3,Wendell A. Koontz,12974
Delta County Commissioner - District 3,Jere Lowe,5058
Denver County Court Judge - Faragher,Yes,248983
Denver County Court Judge - Faragher,No,55306
Denver County Court Judge - Pallares,Yes,218050
Denver County Court Judge - Pallares,No,85292
Denver County Court Judge - Rodarte,Yes,245737
Denver County Court Judge - Rodarte,No,57313
Denver County Court Judge - Rudolph,Yes,243860
Denver County Court Judge - Rudolph,No,58370
Denver County Court Judge - Schwartz,Yes,188695
Denver County Court Judge - Schwartz,No,112692
Denver County Court Judge - Simonet,Yes,251029
Denver County Court Judge - Simonet,No,51033
Denver County Court Judge - Spahn,Yes,245060
Denver County Court Judge - Spahn,No,57007
Denver Public Schools (School District No. 1) Ballot Measure 4A,Yes/For,268413
Denver Public Schools (School District No. 1) Ballot Measure 4A,No/Against,102611
Denver Public Schools (School District No. 1) Ballot Measure 4B,Yes/For,288962
Denver Public Schools (School District No. 1) Ballot Measure 4B,No/Against,81183
Directors of Redlands 360 Metropolitan District No. 1 (2 Year),Michael G. Rubenson,5
Directors of Redlands 360 Metropolitan District No. 1 (2 Year),Michael Maple,5
Directors of Redlands 360 Metropolitan District No. 1 (3 Year),Jane A. Quimby,5
Directors of Redlands 360 Metropolitan District No. 1 (3 Year),Bror D. Quimby,5
Directors of Redlands 360 Metropolitan District No. 1 (3 Year),Donald B. Gravette,5
Directors of Redlands 360 Metropolitan District No. 9 (2 Year),Michael G. Rubenson,5
Directors of Redlands 360 Metropolitan District No. 9 (2 Year),Michael Maple,5
Directors of Redlands 360 Metropolitan District No. 9 (3 Year),Jane A. Quimby,5
Directors of Redlands 360 Metropolitan District No. 9 (3 Year),Donald B. Gravette,5
Directors of Redlands 360 Metropolitan District No. 9 (3 Year),Bror D. Quimby,5
District Attorney - 10th Judicial District,Jeff Chostner,65224
District Attorney - 11th Judicial District,Linda Stanley,32086
District Attorney - 11th Judicial District,Kaitlin Turner,20950
District Attorney - 12th Judicial District,Alonzo Christopher Payne,15984
District Attorney - 13th Judicial District,Travis Sides,33048
District Attorney - 14th Judicial District,Matthew Karzen,21844
District Attorney - 15th Judicial District,Joshua Vogel,7895
District Attorney - 16th Judicial District,William Culver,8052
District Attorney - 16th Judicial District,Rodney D. Fouracre,5255
District Attorney - 17th Judicial District,Brian Mason,148114
District Attorney - 17th Judicial District,Tim McCormack,118045
District Attorney - 18th Judicial District,John Kellner,287436
District Attorney - 18th Judicial District,Amy L. Padden,286018
District Attorney - 19th Judicial District,Michael J. Rourke,124511
District Attorney - 1st Judicial District,Alexis King,196213
District Attorney - 1st Judicial District,Matthew Durkin,161599
District Attorney - 20th Judicial District,Michael Dougherty,155225
District Attorney - 21st Judicial District,Daniel Paul Rubinstein,71000
District Attorney - 22nd Judicial District,Matthew Gregory Margeson,12418
District Attorney - 2nd Judicial District,Beth McCann,292961
District Attorney - 2nd Judicial District,William F. Robinson III,61708
District Attorney - 3rd Judicial District,Henry L. Solano,7273
District Attorney - 4th Judicial District,Michael Allen,288210
District Attorney - 5th Judicial District,Heidi McCollum,40108
District Attorney - 6th Judicial District,Christian Champagne,28357
District Attorney - 7th Judicial District,Seth D. Ryan,38610
District Attorney - 8th Judicial District,Gordon McLaughlin,112547
District Attorney - 8th Judicial District,Mitch Murray,98880
District Attorney - 9th Judicial District,Jefferson J. Cheney,27991
District Court Judge - 10th Judicial District - Alexander,Yes,54761
District Court Judge - 10th Judicial District - Alexander,No,24218
District Court Judge - 10th Judicial District - Ernst,Yes,55164
District Court Judge - 10th Judicial District - Ernst,No,23088
District Court Judge - 12th Judicial District - Gonzales,Yes,16115
District Court Judge - 12th Judicial District - Gonzales,No,5798
District Court Judge - 12th Judicial District - Hopkins,Yes,15215
District Court Judge - 12th Judicial District - Hopkins,No,6050
District Court Judge - 13th Judicial District - Hoyer,Yes,25692
District Court Judge - 13th Judicial District - Hoyer,No,8503
District Court Judge - 17th Judicial District - Crespin,No,125902
District Court Judge - 17th Judicial District - Crespin,Yes,105285
District Court Judge - 17th Judicial District - Datz,Yes,165855
District Court Judge - 17th Judicial District - Datz,No,62965
District Court Judge - 17th Judicial District - Finn,Yes,167939
District Court Judge - 17th Judicial District - Finn,No,60050
District Court Judge - 17th Judicial District - Kiesnowski,Yes,164534
District Court Judge - 17th Judicial District - Kiesnowski,No,63368
District Court Judge - 17th Judicial District - Loew,Yes,170179
District Court Judge - 17th Judicial District - Loew,No,58010
District Court Judge - 17th Judicial District - Ramirez,Yes,162295
District Court Judge - 17th Judicial District - Ramirez,No,66462
District Court Judge - 17th Judicial District - Warner,Yes,156140
District Court Judge - 17th Judicial District - Warner,No,71429
District Court Judge - 18th Judicial District - Amico,Yes,370861
District Court Judge - 18th Judicial District - Amico,No,123216
District Court Judge - 18th Judicial District - Baum,Yes,323622
District Court Judge - 18th Judicial District - Baum,No,166174
District Court Judge - 18th Judicial District - Mares,Yes,336389
District Court Judge - 18th Judicial District - Mares,No,154437
District Court Judge - 18th Judicial District - Scipione,Yes,361577
District Court Judge - 18th Judicial District - Scipione,No,125012
District Court Judge - 18th Judicial District - Slade,Yes,384053
District Court Judge - 18th Judicial District - Slade,No,103104
District Court Judge - 18th Judicial District - Vahle,Yes,369086
District Court Judge - 18th Judicial District - Vahle,No,115303
District Court Judge - 18th Judicial District - Volz,Yes,370972
District Court Judge - 18th Judicial District - Volz,No,113073
District Court Judge - 19th Judicial District - Kerns,Yes,99090
District Court Judge - 19th Judicial District - Kerns,No,37883
District Court Judge - 19th Judicial District - Kopcow,Yes,100720
District Court Judge - 19th Judicial District - Kopcow,No,36664
District Court Judge - 1st Judicial District - Arp,Yes,227367
District Court Judge - 1st Judicial District - Arp,No,75484
District Court Judge - 1st Judicial District - Meinster,Yes,227542
District Court Judge - 1st Judicial District - Meinster,No,74149
District Court Judge - 1st Judicial District - Oeffler,Yes,226992
District Court Judge - 1st Judicial District - Oeffler,No,74546
District Court Judge - 1st Judicial District - Russell,Yes,224205
District Court Judge - 1st Judicial District - Russell,No,77239
District Court Judge - 1st Judicial District - Zenisek,Yes,221491
District Court Judge - 1st Judicial District - Zenisek,No,78074
District Court Judge - 20th Judicial District - Bakke,Yes,136766
District Court Judge - 20th Judicial District - Bakke,No,21156
District Court Judge - 20th Judicial District - Butler,Yes,119160
District Court Judge - 20th Judicial District - Butler,No,39255
District Court Judge - 20th Judicial District - LaBuda,Yes,128577
District Court Judge - 20th Judicial District - LaBuda,No,28406
District Court Judge - 20th Judicial District - Macdonald,Yes,127540
District Court Judge - 20th Judicial District - Macdonald,No,28305
District Court Judge - 20th Judicial District - Salomone,Yes,133198
District Court Judge - 20th Judicial District - Salomone,No,22437
District Court Judge - 21st Judicial District - Flynn,Yes,51975
District Court Judge - 21st Judicial District - Flynn,No,24390
District Court Judge - 21st Judicial District - Larson,Yes,56674
District Court Judge - 21st Judicial District - Larson,No,19074
District Court Judge - 2nd Judicial District - Baumann,Yes,250433
District Court Judge - 2nd Judicial District - Baumann,No,61672
District Court Judge - 2nd Judicial District - Egelhoff,Yes,238031
District Court Judge - 2nd Judicial District - Egelhoff,No,72969
District Court Judge - 2nd Judicial District - Elliff,Yes,230301
District Court Judge - 2nd Judicial District - Elliff,No,79641
District Court Judge - 2nd Judicial District - Jones,Yes,231261
District Court Judge - 2nd Judicial District - Jones,No,78352
District Court Judge - 2nd Judicial District/Probate - Leith,Yes,259804
District Court Judge - 2nd Judicial District/Probate - Leith,No,52501
District Court Judge - 2nd Judicial District - Vallejos,Yes,248664
District Court Judge - 2nd Judicial District - Vallejos,No,62826
District Court Judge - 4th Judicial District - Bain,Yes,241864
District Court Judge - 4th Judicial District - Bain,No,78806
District Court Judge - 4th Judicial District - DuBois,Yes,245511
District Court Judge - 4th Judicial District - DuBois,No,74815
District Court Judge - 4th Judicial District - Kane,Yes,235934
District Court Judge - 4th Judicial District - Kane,No,82854
District Court Judge - 4th Judicial District - McHenry,Yes,233175
District Court Judge - 4th Judicial District - McHenry,No,85527
District Court Judge - 4th Judicial District - Prince,Yes,241302
District Court Judge - 4th Judicial District - Prince,No,77052
District Court Judge - 4th Judicial District - Sokol,Yes,239858
District Court Judge - 4th Judicial District - Sokol,No,79007
District Court Judge - 4th Judicial District - Werner,Yes,180670
District Court Judge - 4th Judicial District - Werner,No,137592
District Court Judge - 5th Judicial District - Granger,Yes,35062
District Court Judge - 5th Judicial District - Granger,No,9393
District Court Judge - 5th Judicial District - Thompson,Yes,36462
District Court Judge - 5th Judicial District - Thompson,No,8163
District Court Judge - 6th Judicial District - Carlson,Yes,25143
District Court Judge - 6th Judicial District - Carlson,No,10647
District Court Judge - 6th Judicial District - Norvell,Yes,27585
District Court Judge - 6th Judicial District - Norvell,No,8216
District Court Judge - 7th Judicial District - Deganhart,Yes,29417
District Court Judge - 7th Judicial District - Deganhart,No,13896
District Court Judge - 7th Judicial District - Jackson,Yes,30279
District Court Judge - 7th Judicial District - Jackson,No,12602
District Court Judge - 7th Judicial District - Patrick,Yes,30838
District Court Judge - 7th Judicial District - Patrick,No,12202
District Court Judge - 8th Judicial District - Blanco,Yes,137733
District Court Judge - 8th Judicial District - Blanco,No,43210
District Court Judge - 8th Judicial District - Field,Yes,139974
District Court Judge - 8th Judicial District - Field,No,40839
District Court Judge - 8th Judicial District - Jouard,Yes,138803
District Court Judge - 8th Judicial District - Jouard,No,41404
District Court Judge - 8th Judicial District - Villasenor,Yes,105104
District Court Judge - 8th Judicial District - Villasenor,No,75518
District Court Judge - 9th Judicial District - Lynch,Yes,29254
District Court Judge - 9th Judicial District - Lynch,No,8397
Dolores County Commissioner - District 2,Steve Garchar,1117
Dolores County Commissioner - District 3,Floyd L. Cook,787
Dolores County Commissioner - District 3,Kendra Cook,578
Donald Wescott Fire Protection District Ballot Issue 6B,Yes/For,3663
Donald Wescott Fire Protection District Ballot Issue 6B,No/Against,2211
Donald Wescott Fire Protection District Northern Subdistrict Ballot Issue 6C,Yes/For,3568
Donald Wescott Fire Protection District Northern Subdistrict Ballot Issue 6C,No/Against,2123
Douglas County Commissioner - District 2,George Teal,120650
Douglas County Commissioner - District 2,Lisa Neal-Graves,91359
Douglas County Commissioner - District 2,Victoria Reynolds,7951
Douglas County Commissioner - District 3,Lora Thomas,128094
Douglas County Commissioner - District 3,Darien Wilson,89881
Durango School District 9-R Ballot Issue 4A,Yes/For,18189
Durango School District 9-R Ballot Issue 4A,No/Against,7137
Eagle County Ballot Issue 1A,Yes/For,16207
Eagle County Ballot Issue 1A,No/Against,11109
Eagle County Commissioner - District 1,Matt Scherr,16997
Eagle County Commissioner - District 1,Jennifer Woolley,10986
Eagle County Commissioner - District 2,Kathy Chandler-Henry,17518
Eagle County Commissioner - District 2,Thomas Crisofulli,10459
Eagle County Court Judge - Olguin-Fresquez,Yes,18566
Eagle County Court Judge - Olguin-Fresquez,No,3865
Eagle County School District Re50J Ballot Issue 5B,Yes/For,17124
Eagle County School District Re50J Ballot Issue 5B,No/Against,6313
East Grand School District No. 2 Ballot Issue 4A,Yes/For,4696
East Grand School District No. 2 Ballot Issue 4A,No/Against,3036
Elbert County Commissioner - District 1,Christopher A. Richardson,14758
Elbert County Commissioner - District 1,Scott Lampman,619
Elbert County Commissioner - District 3,Grant E. Thayer,13254
Elbert County Commissioner - District 3,Kathleen J. Conway,4634
El Paso County Commissioner - District 2,Carrie Geitner,48869
El Paso County Commissioner - District 2,Tracey Johnson,25097
El Paso County Commissioner - District 2,Robert Edward Berg,3242
El Paso County Commissioner - District 3,Stan Lee VanderWerf,42282
El Paso County Commissioner - District 3,Ken Schauer,34610
El Paso County Commissioner - District 3,Timothy Campbell,3370
El Paso County Commissioner - District 4,Longinos Gonzalez Jr.,29008
El Paso County Commissioner - District 4,Andre Vigil,19564
El Paso County Commissioner - District 4,Victoria Ciraolo,3564
El Paso County Court Judge - Findorff,Yes,236822
El Paso County Court Judge - Findorff,No,69449
El Paso County Court Judge - Gerhart,Yes,236754
El Paso County Court Judge - Gerhart,No,69207
Foothills Park & Recreation District Ballot Issue 6E,Yes/For,47809
Foothills Park & Recreation District Ballot Issue 6E,No/Against,13873
Forest Hills Metropolitan District Ballot Issue 6C,Yes/For,139
Forest Hills Metropolitan District Ballot Issue 6C,No/Against,131
Forest Hills Metropolitan District Ballot Issue 6D,Yes/For,168
Forest Hills Metropolitan District Ballot Issue 6D,No/Against,101
Forest Lakes Metropolitan District Ballot Issue 6A,Yes/For,612
Forest Lakes Metropolitan District Ballot Issue 6A,No/Against,496
Fort Lupton Fire Protection District Ballot Issue 6D,Yes/For,2691
Fort Lupton Fire Protection District Ballot Issue 6D,No/Against,2613
Franktown Fire Protection District Ballot Issue 6A,Yes,4500
Franktown Fire Protection District Ballot Issue 6A,No,2684
Fraser Valley Metropolitan Recreation District Ballot Issue 6B,Yes/For,2051
Fraser Valley Metropolitan Recreation District Ballot Issue 6B,No/Against,1818
Frederick-Firestone Fire Protection District Ballot Issue 6B,No/Against,9304
Frederick-Firestone Fire Protection District Ballot Issue 6B,Yes/For,7810
Frederick-Firestone Fire Protection District Ballot Question 6C,Yes/For,14192
Frederick-Firestone Fire Protection District Ballot Question 6C,No/Against,3142
Fremont County Ballot Issue 1A,Yes/For,17549
Fremont County Ballot Issue 1A,No/Against,7219
Fremont County Commissioners - District 1,Kevin J. Grantham,20054
Fremont County Commissioners - District 3,Dwayne McFall,19778
Frenchman Groundwater Management District Ballot Issue 7A,No/Against,1558
Frenchman Groundwater Management District Ballot Issue 7A,Yes/For,1310
Frenchman School District RE-3 Referred Ballot Question 4A,Yes/For,407
Frenchman School District RE-3 Referred Ballot Question 4A,No/Against,186
Garfield County Commissioner - District 2,John Martin,14718
Garfield County Commissioner - District 2,Beatriz Soto,14217
Garfield County Commissioner - District 2,Brian Bark,1315
Garfield County Commissioner - District 3,Mike Samson,15394
