min_margin,contest_name,contest_cvr_ids
222,Woodland Park School District RE-2 Board of Directors - District C,"[852337,851933,845793,852162,844666,849455,852412,852859,849561,843736,854222,844526,849370,849784,850640,853105,845951,850137,850498,847348,850424,851508,844932,851022,854459,852383,846233,851696,851135,843213,852474,844954,846070,843896,846361,848664,846933,849969,852253,850852,850404,848874,853362,843887,850976,843302,844087,852746,850543,850853,849061,854398,848697,849224,849550,851003,845588,848660,845293,844211,852613,847077,850469,852466,849769,848427,849466,854402,854388,853116,848039,849410,848625,852940,852339,847727,853549,851903,847199,854378,843630,854130,844088,854227,848418,853292,850695,851925,849254,843905,849831,851136,852950,849804,849102,852508,852020,854571,848568,851138,853283,848177,847810,846608,853079,851728,854082,846015,843191,845936,844808,846192,848630,844208,843421,847213,845763,850849,850661,854082,849795,847245,852837,854110,846029,847961,854255,853619,851687,852528,853401,851704,844108,854680,844166,847337,848727,850770,849701,849463,851902,852095,851137,854534,843905,853248,844009,846103,847383,843471,848901,853802,853178,844302,853552,854333,850624,853877,852356,851887,849326,845728,846218,844723,845657,854588,853216,853021,851188,854166,853595,851643,846261,850338,851658,850685,853789,849733,853947,848832,850542,846432,850186,851325,845757,849487,845048,843431,848617,846349,845059,846097,854275,847773,851778,846853,851813,853842,847690,845366,853902,843971,852003,854413,846067,850388,851558,845049,845264,854215,853056,851666,852747,849345,853261,849291,851677,851591,851073,850377,852091,851106,850684,845695,852583,850618,848813,854399,853496,849224,852349,850014,854049,851019,853996,848018,853674,844259,848001,846483,851130,848868,852491,844741,850737,851482,852617,854471,848092,845698,850222,849928,843133,853187,849202,844914,845897,851472,844474,851082,854721,851233,847589,846194,844080,844280,845426,845871,843129,847499,849523,848045,845859,852086,845424,844262,846058,843457,849552,851675,851940,850763,851469,849240,851895,850849,851111,848810,846044,849139,849443,846186,851179,849548,843516,849303,845969,847397,850490,849250,844533,845752,845211,850341,848051,846476,844403,846275,850577,849433,844988,845055,850177,848802,848659,849162,848812,848718,848984,850251,845065,847954,849571,843251,845376,845893,845769,849445,844092,845134,845081,847452,847780,844975,846460,845208,847749,844115,848424,848302,846035,844681,843782,847114,845102,848248,847836,846446,847684,845647,847060,846371,843809,846017,844758,847031,846698,845096,843159,844306,843957,846247,844435,845606,845056,843226,845797,844244,845749,845402,843126,845603,843390,843619,845186,844392,843201,843539,843135,843158,844257,843876,843194]"
488,City of Steamboat Springs Ballot Question No. 2I,"[1733195,1730235,1733172,1733299,1728980,1730849,1733962,1725382,1732483,1726401,1730643,1729794,1734000,1734491,1733435,1726762,1731220,1732591,1726446,1730656,1729399,1727621,1730345,1727394,1725917,1730392,1727036,1734163,1727576,1726763,1731596,1726156,1731198,1727392,1727649,1734323,1727077,1733722,1731550,1734238,1734427,1730902,1727663,1730031,1734297,1728804,1727037,1730459,1728108,1734517,1729307,1730504,1732601,1726561,1726885,1729591,1727344,1732782,1734465,1734097,1731843,1730701,1731994,1727201,1726526,1729990,1732389,1733184,1725418,1730296,1733044,1727796,1731031,1732968,1733749,1733882,1730996,1733187,1730766,1727215,1727383,1725434,1732674,1733209,1727064,1728607,1733986,1733015,1726471,1732593,1727189,1734532,1730100,1731823,1727852,1732886,1728463,1725727,1732152,1733179,1726271,1730311,1734419,1730455,1731313,1728031,1733765,1730679,1730991,1733997,1731228,1730407,1725945,1733676,1728448,1728722,1727738,1731119,1725500,1730839,1730215,1729989,1729917,1730953,1728846,1729892,1729977,1729253,1725247,1725651,1725563,1728279,1729557,1728674,1728100,1729558,1729563,1727983,1728825,1728120,1725236]"
260,City of Sterling Mayor,"[402671,401351,401671,400750,401686,398450,398494,400376,400589,402676,401980,400102,401240,397529,397747,401951,398613,403067,402280,402670,399995,400761,397643,396939,399032,399655,402456,399005,398488,401629,398679,402682,396997,400537,402560,403048,397095,401358,401273,402132,402791,403073,402354,401648,397964,402281,399668,398901,398941,402578,403080,396923,396838,398929,402878,402894,403060,398200,403047,398707,399903,402492,397960,401730,396690,398142,402653,398902,398521,400762,396779,401800,400452,398248,400818,397050,397871,398804,398183,399600,398214,397406,398055,403052,403030,401502,401935,400446,402051,397695,400004,397848,402942,398239,400076,400002,399391,397904,402050,398616,401630,400417,397607,397799,398490,398158,402398,402736,402649,400231,401217,402055,402622,397455,396827,397883,398135,398600,397410,402050,398212,402252,400077,398395,403078,400268,397353,397566,402435,402910,399272,400700,400623,397824,399609,397344,401550,401333,399755,399436,402326,401157,402560,399956,399292,402842,402104,401494,400415,400449,400198,401646,400549,401458,400367,400154,401012,401948,400760,397244,400363,401349,401746,400247,401163,400147,401276,401500,400239,400724,400721,399976,399588,400210,399219,396987,399967,399822,399471,399603,399102]"
186,Phillips - Holyoke School District RE-1J Board of Directors - 2 Year Term,"[461829,461828,460992,461268,460735,460220,461035,460779,460157,461126,461382,461569,460884,461819,461057,460628,461633,461161,461438,460119,460779,461233,461361,461507,460426,461181,461492,460384,460632,461248,461340,461509,460759,461629,461017,460176,461437,461070,460628,461115,461665,461773,461490,461722,461432,460888,460668,461439,461807,461190,460199,461087,461140,460954,460523,460695,460915,460138,461215,461222,461031,461245,461069,460455,460576,461007,460328,460848,460648,460524,460377]"
0,City of Wheat Ridge Treasurer,[]
0,Archuleta County School District 50 JT Board of Directors District 5,[]
0,City of Sterling Councilmember Ward 3,[]
0,Archuleta County School District 50 JT Board of Directors District 4,[]
0,City of Fountain City Council - Ward 2,[]
0,Director for Montrose County Board of Education - District B,[]
378,Lewis Pointe Metropolitan District Ballot Issue 6D,[]
113,City of Brighton Councilmember Ward 4,[]
3670,City of Greeley Councilmember At-Large,"[872869,948651,952061,914733,939409,893917,894704,941833,885518,877570,897871,941877,935491,872674,899024,879158,935165,946860,900640,952003,893831,930535,938315,952041,893143,878546,931032,935084,947590,899484,943702,904686,907780,898910,888534,880157,940407,929662,906498,917269,874752,883730,893202,876339,949864,924119,951125,889682,937374,892339,941520,903543,936907,948935,881541,931968,897949,883689,899166,941139,901962,888183,911195,894125,942143,882137,890999,895445,874030,882994,909132,892617,924537,949691,915799,928911,914486,946578,912727,927148,948526,926370,943598,933364,890785,896141,904531,920520,901881,910052,877812,907470,898410,935037,878513,933520,919357,919913,890677,919989,874925,895836,889138,910434,887469,919578,876807,933286,931692,902514,880655,898454,900051,936578,883616,913678,882410,950566,878763,935027,926567,952115,922949,877441,886328,922955,878249,917797,872435,906994,904450,927983,907584,943154,939911,908537,896356,932241,901432,931359,912579,951348,920838,938834,950836,951822,932614,921194,875523,893958,938021,915464,925999,928305,944981,928382,934908,906421,893756,889263,891643]"
0,City of Louisville City Council Ward 1 (4-year term),[]
1137,City of Commerce City Mayor,[]
88,City of Northglenn Council Member - Ward 4 - 2 Year,[]
67,Buffalo Highlands Metropolitan District Ballot Issue 6B,[]
69,Buffalo Highlands Metropolitan District Ballot Issue 6C,[]
4529,City of Commerce City Ballot Question 3T,[]
2971,City of Commerce City Ballot Question 3S,[]
86,City of Commerce City Ballot Question 3R,[]
1641,City of Commerce City Ballot Question 3Q,[]
71,Buffalo Highlands Metropolitan District Ballot Issue 6A,[]
856,City of Commerce City Councilmember - At Large,[]
2474,Grand County Ballot Issue 1A,"[452407,451395,452865,453258,455055,451091,455827,451980,455521,456159,454964,452265,452987,455245,453223,453408,452106,452773]"
403,City of Thornton Council Member - Ward 1,[]
42,City of Thornton Council Member - Ward 2,[]
957,City of Thornton Council Member - Ward 3,[]
0,Roaring Fork School District RE-1 Board of Directors - District D,[]
0,Center Consolidated School District 26 JT Director - District C,[]
0,Ward II Councilmember,[]
0,Brighton School District 27J Board of Education Director District No. 6,[]
0,Brighton School District 27J Board of Education Director District No. 7,[]
0,City of Fort Lupton Ward 3 Councilmember,[]
0,Cherry Creek School District No. 5 Director District B,[]
3130,Elizabeth School District Director - 4 Year Term,"[446021,442746,439020,438060,441666,436099,445873,436272,437975,434667,443153,438730,438929,440005,443187,443981,438471,436399,435475,442981,443765,438301,434365,439381,436810,445993,442694,439880,441674,439420]"
0,Montezuma School District Director-District D,[]
216,Wray School District RD-2 Board of Education Directors 4-Year Term,"[653127,653440,653376,651695,653428,652578,651863,653522,652994,651993,652891,652730,651237,652876,652618,652707,651474,651650,652197,652787,652982,653467,651698,652325,652471,651951,652648,652894,653457,651510,651757,652763,650719,653040,652288,653503,650892,653434,653512,650663,653548,653308,653437,652790,651785,653524,652305,650975,652911,651129,653181,650642,650874,650975,650914,653543,652013,651683,651876,652187,652221,651893,653198,653565,652212,652474,653386,652963,653123,651027,650957,653506,652764,652704,651588,652404,651355,652127,653348,651314,652008,652209,652826,652698,652803,652848,651922,653013,652147,652647,652002,650649,650704,650667,652305,652369,652220,651622,650609,651985,651444,651573,651518,651392,651039,650815,652031,652451,651117,652182,650798,652196,651762,650992,652769,653623,653569,652850,651868,652907,651279,653624,652246,652608,652594,651927,652921,652964,651536,653121,652391,653458,653137,652945,651704,653540,651464,652165,652813,653546,651829,651846,650998,653072,652171,650940,653250,652225,650743,652485,651849,651030,653480,653470,653020,650711,650968,652213,653610,650897,650858,650867,651026,651486,651139,653169,651305,653210,653078,651845,651899,652344,653339,652484,650739,652827,653145,652677,652199,651873,651858,651489,651077,651715,652571,652742,651609,651790,652550,651641,652142,652298,651190,651634,651597,651221,651525,651587,651294,651793,651429]"
0,Cripple Creek-Victor School District RE-1 Board of Directors - District B City of Victor,[]
0,Montezuma School District Director-District G,[]
0,Montezuma School District Director-District A,[]
251,Consolidated School District C-1 Board of Directors - At Large,"[1750772,1751145,1750664,1749533,1751710,1749347,1749378,1751495,1749633,1751648,1749741,1750092,1749404,1751177,1751642,1750706,1749795,1749515,1749478,1751400,1750432,1750845,1751824,1751830,1749722,1751322,1750667,1751212,1751720,1751926,1751699,1750250,1750610,1750315,1751865,1750396,1749670,1750563,1750882,1750364,1751255,1750607,1750832,1751394,1749489,1749542,1751322,1749504,1749538,1751311,1751373,1751079,1751593,1750200,1749516,1749358,1749669,1749653,1750676,1749559,1749833,1750189,1751359,1749952,1750398,1750002,1750263,1750068,1749787,1750247,1749325,1749933,1749357,1750190,1750129,1749721,1751870,1749566]"
352,Town of Snowmass Village Ballot Question No. 2A - Amendment to Town Charter,"[403799,405362,404680,408517,405361,403865,408736,406248,406352,403936,404620,404752,405135,408380,405488,404929,406839,405388,405467,404205,406424,407329,403644,406731,407671,405336,405714,403774,404331,405966,408376,403491,405042,406437,407299,405443,404457,405926,407762,408179,406365,408030,408567,404455,405461,406840,407785,405469,404995,408444,403626,404233,404350,404412,407051,406541,406056,404982,405389,408305,408376,404388,406890,408723,403842,408477,405550,408557,404941,404087,405345,404354,406900,405746,407172,405579,403594,403946,408339,403456,405094,404176,408133,406825,404885,404154,404242,408315,406215,408368,407225,403952,408502,407625,407171,408624,403985,408177,403775,408324,407247,407410,407171,408026,405985,406238,406529,407033,407140,406290,406005,406131]"
0,Director for the Delta County Board of Education - District 2,[]
0,Director for the Delta County Board of Education - District 3,[]
0,Ault-Highland School District RE-9 Director District E,[]
0,Ault-Highland School District RE-9 Director District B,[]
0,City of Salida Mayor - Two Year Term,[]
0,City of Louisville City Council Ward 3,[]
0,City of Greeley Ward 4 Councilmember,[]
13,Denargo Market District 2 BALLOT ISSUE 6A,[]
0,City of Brighton Councilmember Ward 2,[]
0,City of Brighton Councilmember Ward 3,[]
6,Denargo Market District 2 BALLOT ISSUE 6H,[]
6,Denargo Market District 2 BALLOT ISSUE 6G,[]
7,Denargo Market District 2 BALLOT ISSUE 6F,[]
406,Telluride School District R-1 Board of Directors,"[61578,63092,61192,62912,60180,61532,61669,63098,60671,62268,63075,62267,60016,62022,60773,60255,61824,62537,61244,61755,61915,60574,61914,62135,60258,62843,63097,61348,61139,60537,62194,60004,61500,62878,62313,61442,63057,60321,61417,61522,62273,60109,62750,62755,62032,62679,62783,61767,62385,62054,60938,60567,60514,61067,60341,59962,60418,61464,60556,60434]"
18,Denargo Market District 2 BALLOT ISSUE 6E,[]
6,Denargo Market District 2 BALLOT ISSUE 6R,[]
12,Denargo Market District 2 BALLOT ISSUE 6Q,[]
4,Denargo Market District 2 BALLOT ISSUE 6L,[]
0,City of Canon City - City Council - District 2,[]
14,Denargo Market District 2 BALLOT ISSUE 6K,[]
9,Denargo Market District 2 BALLOT ISSUE 6J,[]
8,Denargo Market District 2 BALLOT ISSUE 6I,[]
12,Denargo Market District 2 BALLOT ISSUE 6P,[]
18,Denargo Market District 2 BALLOT ISSUE 6O,[]
0,City of Canon City - City Council - District 4,[]
11,Denargo Market District 2 BALLOT ISSUE 6N,[]
6,Denargo Market District 2 BALLOT ISSUE 6M,[]
90295,City and County of Denver Referred Question 2P,[]
166,Town of Mountain View Ballot Question 2A,[]
66,Town of Mountain View Ballot Question 2B,[]
163,Town of Mountain View Ballot Question 2C,[]
102,Town of Mountain View Ballot Question 2D,[]
184,Town of Mountain View Ballot Question 2E,[]
191,Town of Mountain View Ballot Question 2F,[]
185,Town of Mountain View Ballot Question 2G,[]
188,Town of Mountain View Ballot Question 2H,[]
174,Town of Mountain View Ballot Question 2I,[]
600,City of Golden Ballot Issue 2K,[]
4246,City of Golden Ballot Issue 2L,[]
3581,City of Golden Ballot Question 2M,[]
0,City of Greeley Ward 1 Councilmember,[]
357,City of Golden Council District 2,[]
0,Buena Vista School District R-31 Board of Education District 4,[]
584,City of Golden Council District 1,[]
0,Buena Vista School District R-31 Board of Education District 3,[]
20758,City of Lakewood Retention of Municipal Judge - Eastin,[]
550,City of Wheat Ridge Council Member District IV,[]
627,Inter-Canyon Fire Protection District Ballot Question 6B,[]
16,Town of Mountain View Council Members,[]
754,City of Golden Mayor,[]
2394,City of Greeley Ballot Question 2I,[]
5313,City of Greeley Ballot Question 2J,[]
504,Weld County School District RE-4 Director District E,[]
1020,Weld County School District RE-4 Director District D,[]
11968,City of Greeley Mayor,[]
1,Prairie School District RE-11J Office of School Director 4 year,[]
9254,Poudre School District R-1 Director District B,[]
250,Baca - Proposition II (Statutory),"[1032837,1033274,1032543,1032696,1032478,1033413,1033115,1033364,1032847,1033532,1033561,1032905,1032783,1033075,1033193,1033422,1032633,1033515,1033060,1033255,1032428,1032485,1033491,1032961,1032690,1032919,1032698,1033302,1032932,1033346,1032445,1033270,1033226,1033026,1032897,1033024,1032875,1032657,1032720,1032665]"
865,City of Fort Collins City Council - District 2,[]
922,City of Fort Collins City Council - District 4,[]
2902,City of Fort Collins City Council - District 6,[]
97,Loveland Rural Fire Protection District Ballot Issue 6B,[]
13,Larimer County Wyndham Hill Public Improvement District No. 78 Ballot Issue 6A,[]
0,Weld RE-8 School District Director District D,[]
0,Weld RE-8 School District Director District E,[]
0,City of Fort Morgan Mayor,[]
2488,Thompson R2-J School District Board of Education Director District G,[]
3556,Thompson R2-J School District Board of Education Director District D,[]
77,Thompson R2-J School District Board of Education Director District C,[]
3219,Thompson R2-J School District Board of Education Director District A,[]
29850,City of Fort Collins Ballot Question 2D,[]
0,W-Y Groundwater Management District Referred Ballot Issue 7A,[]
16664,City of Fort Collins Ballot Question 2C,[]
2254,City of Fort Collins Ballot Question 2E,[]
0,Plateau Valley School District 50 - Director District C,[]
5123,City of Loveland Mayor,[]
410,Recall Ward 5 Councilmember Todd Cohen,[]
505,City and County of Broomfield Councilmember Ward 1 (4 Years),[]
279,City and County of Broomfield Councilmember Ward 5 (4 Years),[]
0,Plateau Valley School District 50 - Director District A,[]
471,City and County of Broomfield Councilmember Ward 3 (4 Years),[]
100,Boulder Valley School District RE-2 Director District G (4 years),[]
714,BALLOT ISSUE NO. 4B,[]
6,Mayor,[]
18,Leadville Lake County Regional Housing Authority Measure 6A,[]
55,City Council Ward 1,[]
6,Archuleta County School District 50 JT Board of Directors District 3,[]
302,Council Member - At Large,[]
32,Trinidad - 4-Year Term,[]
377,City of Trinidad Ballot Question 2B,[]
401,City of Trinidad Ballot Question 2C,[]
3111,Expanding Term Limits for Las Animas County Board of County Commissioners,[]
540,City of Craig Mayor,[]
369,Moffat County School District RE NO 1 Board of Directors - District E,[]
351,City of Craig Ballot Question 2A - Charter Amendment for Revocable Permits,[]
0,City of Littleton Council Member District IV,[]
390,Moffat County School District RE NO 1 Board of Directors - District B,[]
507,Moffat County School District RE NO 1 Board of Directors - District C,[]
90,Board of Education Directors - At large,[]
7,Town of Olathe Ballot Issue 2B,[]
8,Town of Olathe Ballot Issue 2A,[]
0,City of Littleton Council Member District II,[]
474,City of Rifle Street Sales Tax,[]
22,Rifle City Council,[]
512,Garfield School RE-2 District D,[]
96,Town of Vail - Council Members At-Large,[]
267,Town of Avon Ballot Issue 2A: Use Tax on Construction Materials,[]
3365,Elizabeth School District Director - 2 Year Term,[]
383,Kiowa C-2 School District Ballot Issue 4A,[]
0,Dolores County School District RE-2J Board of Directors - District A,[]
186,City of Fort Morgan Councilmember Ward 3,[]
389,Conejos - Proposition II (Statutory),"[1307192,1306945,1308269,1309052,1308891,1307679,1309214,1308887,1308191,1308396,1309182,1307076,1308816,1308283,1309218,1308759,1307719,1308285,1307121,1307011,1307612,1306984,1307872,1308632,1308912,1307338,1308538,1308535,1307600,1308636,1307841,1307394,1307798,1309158,1307710,1307947,1307905,1309192,1306968,1309093,1309019,1307246,1309036,1309254,1309272,1309067]"
0,Dolores County School District RE-2J Board of Directors - District B,[]
120,City of Fort Morgan Councilmember Ward 1,[]
34,Town of Olathe Ballot Question 2C,[]
113,Morgan County Re-3 School Director,[]
211,Nucla-Naturita Fire Protection District Ballot Question 6A,[]
49,City of Brush Councilor Ward 3,[]
11,City of Brush Councilor Ward 2,[]
61,Ballot Question 2G,[]
0,Poudre School District R-1 Director District A,[]
55,Ballot Question 2C,[]
118,City of Lafayette City Council Candidates,[]
212,City of Louisville City Council Ward 2 (4-year term),[]
16337,City of Boulder Ballot Issue 2A,[]
41,Town of Superior - Home Rule Charter Commission,[]
955,Town of Superior Ballot Question 301,[]
3346,City of Louisville Ballot Issue 2C,[]
2641,City of Louisville Mayor At-Large (4 Year Term),[]
0,City of Wheat Ridge Clerk,[]
936,Nederland Eco Pass Public Improvement District Ballot Issue 6A,[]
502,City of Longmont - Council Member Ward 3,[]
648,Arapahoe County School District #6 Littleton Public Schools School Director - At Large,[]
3557,City of Aurora Council Member Ward V,[]
1222,Englewood School District No. 1 Ballot Issue 4A,[]
1449,City of Englewood Ballot Question 2D,[]
157,City of Englewood Ballot Question 2E,[]
386,City of Englewood Ballot Question 2B,[]
0,Town of Telluride Town Meeting Moderator,[]
917,City of Englewood Ballot Question 2C,[]
611,City of Englewood Ballot Question 2A,[]
0,Board of Directors - At large,[]
22552,Cherry Creek School District No. 5 Director District A,[]
1009,City of Aurora Council Member Ward IV,[]
118,City of Englewood Office of Council Member District 1,[]
416,City of Englewood Office of Council Member District 3,[]
72,City of Greenwood Village Councilmember District 2,[]
38,City of Sheridan City Council Member Ward 3,[]
0,Plateau Valley School District 50 - Director District E,[]
88,Two Bridges Metropolitan District Ballot Issue 6E,[]
0,Weld County School District RE-4 Director District B,[]
92,Two Bridges Metropolitan District Ballot Issue 6D,[]
0,City of Greenwood Village Mayor,[]
91,Two Bridges Metropolitan District Ballot Issue 6C,[]
2362,City of Pueblo Ballot Question 2A,"[1004189,992421,1025750,1020582,999039,1022300,996073,1014921,986664,1003402,1027702,1008276,989724,1022269,1024616,992512,1003404,1021580,1029330,1026997,1000216,997989,1005117,989833,991418,1029011,986896,1020721,998085,1017218,1010042,1017037,1018961,1022168,1020791,1009397,1003020,1016926,1028003,1026845,987667,1012255,1020299,1006348,991410,1004161,990697,989439,998042,1026375,1020477,1010620,1030003,1005775,997013,990067,1017765,1030907,1012359,1010396,1014729,1032019,1020164,1022091,1017016,1024070,1014587,1009565,1016469,1027914,991350,1004318,1019512,991159,1022457,1030606,1019400,1012850,1012442,989387,1017032,1019999,1004090,1006854,1004681,1022236,1014961,998213,1020607,999740,1031728,1008675,1011914,1007453,997967,1031796,1020625,1018995,996988,1006572,1011961,1029920,1025357,1000570,1006972,1012354,999772,1011410,988695,1012620,995546,986453,992226,1015788,991885,1013512,1001941,998396,987120,1005873,989872,998678,1015555,991531,1007391,1020451,1006187,991647,1023570,1014273,990960,1002141,988873,1018796,1014374,995599,993275,986216,1002939,1013933,1004308,999291,1004258]"
37,Cherokee Ridge Estates MD Ballot Issue 6B,[]
147,Consolidated Bell MountaRanch MetropolitanBallot Issue 6A,[]
868,Town of Parker Ballot Question 2D,[]
12002,Town of Parker Ballot Question 2C,[]
2005,Town of Parker Ballot Question 2A,[]
563,City of Caste Pines Ballot Issue 2E,[]
124,City of Castle Pines - Council District 1,[]
320,City of Castle Pines - Council District 3,[]
316,City of Castle Pines Ballot Issue 2F,[]
41,Platte Canyon School District RE-1 Board of Directors - At large,[]
73,Platte Canyon School District No 1 Ballot Issue 4A - Bonds,[]
16,Bailey Water and Sanitation District Ballot Issue 6A - Authorization to Incur Debt,[]
81,Fountain-Fort Carson School District 8 Board of Directors - 4 Year Term,[]
156,Widefield School District 3 Board of Directors - 4 Year Term,[]
0,Weld County School District RE-4 Director District A,[]
791,Ellicott School District 22 Ballot Issue 4B,[]
263,Manitou Springs School District 14 Board of Directors - 4 Year Term,[]
505,Cheyenne Mountain School District 12 Board of Directors - 4 Year Term,[]
45,Hanover School District 28 Board of Directors - 4 Year Term,[]
899,Harrison School District No. 2 Board of Directors - 4 Year Term,[]
0,City of Alamosa Councilor Ward 2,[]
123,City of Manitou Springs City Council,[]
438,City of Manitou Springs Mayor,[]
5736,Academy School District 20 Ballot Issue 4A,[]
139,Flying Horse Metropolitan District No. 3 Ballot Issue 6E,[]
1366,Colorado Springs School District 11 Board of Directors - 4 Year Term,[]
0,LJCW1 4 Council Member,[]
0,City of Alamosa Councilor Ward 1,[]
0,City of Florence - Mayor,[]
0,Ellicott School District 22 Board of Directors - 4 Year Term,[]
0,Eagle County School District RE 50J Board of Directors - District E,[]
0,Eagle County School District RE 50J Board of Directors - District C,[]
0,Eagle County School District RE 50J Board of Directors - District D,[]
0,Eagle County School District RE 50J Board of Directors - District A,[]
0,City of Alamosa Councilor at Large,[]
0,City of Gunnison City Council,[]
0,City of Las Animas City Council Ward 2 - Precinct 9,[]
0,Lewis-Palmer School District 38 Board of Directors -  District 1 - 2 Year Term,[]
0,Lamar School District RE2 Director District B,[]
0,Colorado Mountain College Board of Trustees - District 6,[]
0,Colorado Mountain College Board of Trustees - District 5,[]
