county_name,contest_name,choice,votes
Adams,City of Westminster Council Members,David DeMott,7343
Adams,City of Westminster Council Members,Bruce Baker,6841
Adams,City of Westminster Council Members,Kristine Ireland,6719
Adams,City of Westminster Council Members,Sarah Nurmela,6662
Adams,City of Westminster Council Members,Jon L. Voelz,6133
Adams,City of Westminster Council Members,Kathryn Skulley,5742
Adams,City of Westminster Council Members,Kathleen Dodaro,5223
Adams,City of Westminster Council Members,Karen Kalavity,2746
Adams,Adams 12 Five Star Schools School Director District No. 3,Courtney Potter,13345
Adams,Adams 12 Five Star Schools School Director District No. 3,Jackson Dreiling,12084
Adams,Adams 12 Five Star Schools School Director District No. 3,Russell E. Farmer,6645
Adams,Adams 12 Five Star Schools School Director District No. 4,Amira Assad-Lucas,23321
Adams,Adams-Arapahoe School District 28J Board of Directors,Anne Keke,2477
Adams,Adams-Arapahoe School District 28J Board of Directors,Michael Carter,2332
Adams,Adams-Arapahoe School District 28J Board of Directors,Debbie Gerkin,2279
Adams,Adams-Arapahoe School District 28J Board of Directors,Tramaine Duncan,2006
Adams,Adams-Arapahoe School District 28J Board of Directors,Danielle Tomwing,1635
Adams,Adams-Arapahoe School District 28J Board of Directors,Christy Cummings,1617
Adams,Adams-Arapahoe School District 28J Board of Directors,Marques Ivey,795
Adams,Aims College District Trustee District C,Marilyn Schock,19
Adams,Aims College District Trustee District C,Carl A. Alm,16
Adams,Aims College District Trustee District C,Ryan P. Smith,7
Adams,Aims College District Trustee District D,Gene O'Hara,24
Adams,Bennett School District 29J School Director at Large - 2 Year Term,James DuBois,733
Adams,Bennett School District 29J School Director at Large - 4 Year Term,Kyle Meyer,560
Adams,Bennett School District 29J School Director at Large - 4 Year Term,Andrew Thornton,554
Adams,Bennett School District 29J School Director at Large - 4 Year Term,Craig Reams,389
Adams,Brighton School District 27J Director - District 2,Leon Thornton,11096
Adams,Brighton School District 27J Director - District 2,Danielle Jayne,10317
Adams,Brighton School District 27J Director - District 4,Ashley Conn,11616
Adams,Brighton School District 27J Director - District 4,Blaine Nickeson,9886
Adams,Brighton School District 27J Director - District 5,Mandy J Thomas,11453
Adams,Brighton School District 27J Director - District 5,Rene Beach,9780
Adams,Strasburg School District 31J School Board Director,Julie Winter,566
Adams,Strasburg School District 31J School Board Director,Daymon Johnson,522
Adams,Strasburg School District 31J School Board Director,Marilyn Diedrich,468
Adams,Strasburg School District 31J School Board Director,Ruth Gonzalez-Alvarado,389
Adams,Weld County School District RE-3J Director District A,Hollee Hayes,29
Adams,Weld County School District RE-3J Director District B,Fred Jensen,29
Adams,Weld County School District RE-3J Director District C,Cindy Baumgartner,38
Adams,Weld County School District RE-3J Director District C,Matthew P. Cole,12
Adams,Weld County School District RE-3J Director District D,Bryan Haffner,32
Adams,Wiggins RE-50J School Director,Derek Pope,7
Adams,Wiggins RE-50J School Director,Mike Miller,5
Adams,Wiggins RE-50J School Director,Val Loose,3
Adams,Amendment 78 (CONSTITUTIONAL),No/Against,47155
Adams,Amendment 78 (CONSTITUTIONAL),Yes/For,42883
Adams,Proposition 119 (STATUTORY),No/Against,46446
Adams,Proposition 119 (STATUTORY),Yes/For,45067
Adams,Proposition 120 (STATUTORY),No/Against,46068
Adams,Proposition 120 (STATUTORY),Yes/For,44714
Adams,City of Arvada Ballot Question 3C,No/Against,405
Adams,City of Arvada Ballot Question 3C,Yes/For,217
Adams,City of Arvada Ballot Question 3D,Yes/For,421
Adams,City of Arvada Ballot Question 3D,No/Against,195
Adams,City of Arvada Ballot Question 3E,Yes/For,404
Adams,City of Arvada Ballot Question 3E,No/Against,210
Adams,City of Arvada Ballot Question 3F,Yes/For,412
Adams,City of Arvada Ballot Question 3F,No/Against,208
Adams,City of Brighton Ballot Issue 3B,No/Against,4105
Adams,City of Brighton Ballot Issue 3B,Yes/For,3724
Adams,City of Westminster Ballot Question 3G,For,11813
Adams,City of Westminster Ballot Question 3G,Against,3376
Adams,City of Westminster Ballot Question 3H,For,12693
Adams,City of Westminster Ballot Question 3H,Against,2702
Adams,City of Westminster Ballot Question 3I,Against,7851
Adams,City of Westminster Ballot Question 3I,For,7509
Adams,City of Westminster Ballot Question 3J,No/Against,8153
Adams,City of Westminster Ballot Question 3J,Yes/For,6688
Adams,City of Westminster Ballot Question 3K,Yes/For,8227
Adams,City of Westminster Ballot Question 3K,No/Against,7357
Adams,City of Westminster Ballot Issue 3L,Yes/For,7913
Adams,City of Westminster Ballot Issue 3L,No/Against,7904
Adams,City of Westminster Ballot Issue 3M,No/Against,9094
Adams,City of Westminster Ballot Issue 3M,Yes/For,6628
Adams,City of Westminster Ballot Issue 3N,Yes/For,8651
Adams,City of Westminster Ballot Issue 3N,No/Against,7128
Adams,Brighton School District 27J Ballot Issue 5A,No/Against,13355
Adams,Brighton School District 27J Ballot Issue 5A,Yes/For,12499
Adams,Brighton School District 27J Ballot Issue 5B,Yes/For,13464
Adams,Brighton School District 27J Ballot Issue 5B,No/Against,12281
Adams,Wiggins School District RE-50J Ballot Issue 5W - General Obligation Bonds,Yes/For,5
Adams,Wiggins School District RE-50J Ballot Issue 5W - General Obligation Bonds,No/Against,3
Adams,Commerce City Northern Infrastructure General Improvement District Ballot Issue 6A,No/Against,4600
Adams,Commerce City Northern Infrastructure General Improvement District Ballot Issue 6A,Yes/For,2694
Adams,Commerce City Northern Infrastructure General Improvement District Ballot Issue 6B,No/Against,4713
Adams,Commerce City Northern Infrastructure General Improvement District Ballot Issue 6B,Yes/For,2577
Adams,Strasburg Fire Protection District No. 8 Ballot Issue 7A,Yes/For,745
Adams,Strasburg Fire Protection District No. 8 Ballot Issue 7A,No/Against,494
Alamosa,City of Alamosa Mayor,Ty Coleman,1617
Alamosa,City of Alamosa Councilor at Large,Jan Vigil,1227
Alamosa,City of Alamosa Councilor at Large,Donnie H. Bautista,659
Alamosa,City of Alamosa Councilor Ward 2,Kyle Woodward,262
Alamosa,City of Alamosa Councilor Ward 2,Lori Smith,237
Alamosa,City of Alamosa Councilor Ward 2,Darrel L. Cooper,129
Alamosa,City of Alamosa Councilor Ward 4,Michael Carson,252
Alamosa,Alamosa School District RE-11J Director District 1,Justin Rilling,1665
Alamosa,Alamosa School District RE-11J Director District 1,Star Quintana,1450
Alamosa,Alamosa School District RE-11J Director District 3,Amanda Wilkinson,2531
Alamosa,Alamosa School District RE-11J Director District 4,Gloria Solis,2301
Alamosa,Alamosa School District RE-11J Director District 6,Heidi Richardson,1869
Alamosa,Alamosa School District RE-11J Director District 6,Brenda Almeida,1249
Alamosa,Alamosa School District RE-11J Director District 7,Amy Raya,1518
Alamosa,Alamosa School District RE-11J Director District 7,Patrick Alan Colvin,1514
Alamosa,Center Consolidated School District 26 JT Director - District A,G. Lyn Bogle,5
Alamosa,Center Consolidated School District 26 JT Director - District A,Miquel Rios,0
Alamosa,Center Consolidated School District 26 JT Director - District B,Misty Palacios,5
Alamosa,North Conejos School District RE-1J Director District C,Larry Zaragoza,7
Alamosa,North Conejos School District RE-1J Director District C,Harman Hostetter,6
Alamosa,Sangre de Cristo School District RE-22J Director - At-Large,Lance D. Curtis,170
Alamosa,Sangre de Cristo School District RE-22J Director - At-Large,Stacey Lynn Eskew,167
Alamosa,Sangre de Cristo School District RE-22J Director - At-Large,Kristin Kerrick Lane,147
Alamosa,Sargent School District RE-33J Director-Four Year Term,Michele Peterson,40
Alamosa,Sargent School District RE-33J Director-Four Year Term,Matthew Smartt,38
Alamosa,Sargent School District RE-33J Director-Four Year Term,Lorena Price,33
Alamosa,Sargent School District RE-33J Director-Two Year Term,Clayton Mitchell,34
Alamosa,Sargent School District RE-33J Director-Two Year Term,Nathan Burkhart,22
Alamosa,Amendment 78 (CONSTITUTIONAL),No/Against,2027
Alamosa,Amendment 78 (CONSTITUTIONAL),Yes/For,1763
Alamosa,Proposition 119 (STATUTORY),No/Against,2021
Alamosa,Proposition 119 (STATUTORY),Yes/For,1831
Alamosa,Proposition 120 (STATUTORY),No/Against,2126
Alamosa,Proposition 120 (STATUTORY),Yes/For,1655
Arapahoe,City of Aurora Council Member At-Large,Dustin Zvonek,26772
Arapahoe,City of Aurora Council Member At-Large,Danielle Jurinsky,24374
Arapahoe,City of Aurora Council Member At-Large,John Ronquillo,21394
Arapahoe,City of Aurora Council Member At-Large,Candice Bailey,20706
Arapahoe,City of Aurora Council Member At-Large,Becky Hogan,13984
Arapahoe,City of Aurora Council Member At-Large,Hanna Bogale,8142
Arapahoe,City of Centennial Mayor,Stephanie Piko,26843
Arapahoe,City of Englewood Office of Council Member At-Large 2,Jim Woodward,4648
Arapahoe,City of Englewood Office of Council Member At-Large 2,Mary Colecchi,2437
Arapahoe,City of Englewood Office of Council Member At-Large 4,Cheryl Wink,5703
Arapahoe,City of Englewood Office of Municipal Judge,Joe Jefferson,5751
Arapahoe,City of Littleton Mayor,Kyle Schlachter,6317
Arapahoe,City of Littleton Mayor,Jon Buck,4008
Arapahoe,City of Littleton Mayor,Carol Fey,2688
Arapahoe,City of Littleton Council Member At-Large,Gretchen Rydin,6731
Arapahoe,City of Littleton Council Member At-Large,Krista Kafer,5864
Arapahoe,City of Sheridan Mayor,Tara Beiter-Fluhr,655
Arapahoe,City of Aurora Council Member Ward I,Crystal Murillo,1538
Arapahoe,City of Aurora Council Member Ward I,Bill Gondrez,1017
Arapahoe,City of Aurora Council Member Ward I,Scott Liva,212
Arapahoe,City of Aurora Council Member Ward II,Steve Sundberg,4168
Arapahoe,City of Aurora Council Member Ward II,Bryan Lindstrom,3027
Arapahoe,City of Aurora Council Member Ward II,Jessica Giammalvo,794
Arapahoe,City of Aurora Council Member Ward II,Robert Hamilton III,453
Arapahoe,City of Aurora Council Member Ward III,Ruben L. Medina,4180
Arapahoe,City of Aurora Council Member Ward III,Jono Scott,4052
Arapahoe,City of Centennial Council Member District 1,Robyn Carnes,4756
Arapahoe,City of Centennial Council Member District 1,Fernando Branch,3842
Arapahoe,City of Centennial Council Member District 2,Tammy Maurer,6365
Arapahoe,City of Centennial Council Member District 3,Mike Sutherland,6788
Arapahoe,City of Centennial Council Member District 4,Marlo Alston,3546
Arapahoe,City of Centennial Council Member District 4,Neal Davidson,3373
Arapahoe,City of Englewood Office of Council Member District 2,Chelsea Nunnenkamp,1368
Arapahoe,City of Englewood Office of Council Member District 4,Steve Ward,1093
Arapahoe,City of Englewood Office of Council Member District 4,Belinda Belt Porter,809
Arapahoe,City of Greenwood Village Councilmember District 1,Paul Wiesner,1259
Arapahoe,City of Greenwood Village Councilmember District 1,Dave Bullock,1236
Arapahoe,City of Greenwood Village Councilmember District 1,Victoria T. Aguilar,604
Arapahoe,City of Greenwood Village Councilmember District 1,Mathew Schulz,484
Arapahoe,City of Greenwood Village Councilmember District 2,Anne Ingebretsen,758
Arapahoe,City of Greenwood Village Councilmember District 2,Dave Kerber,638
Arapahoe,City of Greenwood Village Councilmember District 2,Bob Doyle,467
Arapahoe,City of Greenwood Village Councilmember District 3,Libby Barnacle,916
Arapahoe,City of Greenwood Village Councilmember District 3,Donna Johnston,883
Arapahoe,City of Greenwood Village Councilmember District 3,Paul Baumann,522
Arapahoe,City of Greenwood Village Councilmember District 3,Kendall Kappler,425
Arapahoe,City of Greenwood Village Councilmember District 4,Judith M. Hilton,746
Arapahoe,City of Greenwood Village Councilmember District 4,Tom Stahl,673
Arapahoe,City of Greenwood Village Councilmember District 4,Jeff Reiman,658
Arapahoe,City of Greenwood Village Councilmember District 4,Jeff Leitner,465
Arapahoe,City of Littleton Council Member District I,Patrick Driscoll,1487
Arapahoe,City of Littleton Council Member District I,Candice Ferguson,1441
Arapahoe,City of Littleton Council Member District III,Stephen Barr,2310
Arapahoe,City of Littleton Council Member District III,Paul Bingham,1762
Arapahoe,City of Sheridan City Council Member Ward 1 2,Desiree V. Stange,152
Arapahoe,City of Sheridan City Council Member Ward 1 4,Donald G. Smith,144
Arapahoe,City of Sheridan City Council Member Ward 2,Jay Whittaker,104
Arapahoe,City of Sheridan City Council Member Ward 2,Michael Moreno,90
Arapahoe,City of Sheridan City Council Member Ward 2,Shevieve Gallegos,79
Arapahoe,City of Sheridan Council Member Ward 3,Terrance Kelly,182
Arapahoe,City of Sheridan Council Member Ward 3,Ernie Camacho,154
Arapahoe,Adams-Arapahoe School District 28J Board of Directors,Anne Keke,16984
Arapahoe,Adams-Arapahoe School District 28J Board of Directors,Michael Carter,15469
Arapahoe,Adams-Arapahoe School District 28J Board of Directors,Debbie Gerkin,15012
Arapahoe,Adams-Arapahoe School District 28J Board of Directors,Tramaine Duncan,12745
Arapahoe,Adams-Arapahoe School District 28J Board of Directors,Christy Cummings,12430
Arapahoe,Adams-Arapahoe School District 28J Board of Directors,Danielle Tomwing,11850
Arapahoe,Adams-Arapahoe School District 28J Board of Directors,Marques Ivey,4859
Arapahoe,Arapahoe County School District #6 Littleton Public Schools School Director - At Large,Angela Christensen,19583
Arapahoe,Arapahoe County School District #6 Littleton Public Schools School Director - At Large,Joan Anderssen,17011
Arapahoe,Arapahoe County School District #6 Littleton Public Schools School Director - At Large,Andrew Graham,14809
Arapahoe,Arapahoe County School District #6 Littleton Public Schools School Director - At Large,Jon Lisec,12830
Arapahoe,Arapahoe County School District #6 Littleton Public Schools School Director - At Large,Dale Elliott,10631
Arapahoe,Bennett School District 29J School Director at Large - 2 Year Term,James DuBois,575
Arapahoe,Bennett School District 29J School Director at Large - 4 Year Term,Kyle Meyer,442
Arapahoe,Bennett School District 29J School Director at Large - 4 Year Term,Andrew Thornton,405
Arapahoe,Bennett School District 29J School Director at Large - 4 Year Term,Craig Reams,368
Arapahoe,School Board Director - District D,Kelly M. Bates,37227
Arapahoe,School Board Director - District D,Jen Gibbons,24112
Arapahoe,School Board Director - District D,Schume Navarro,10370
Arapahoe,School Board Director - District E,Kristin Allan,35492
Arapahoe,School Board Director - District E,Bill Leach,21678
Arapahoe,School Board Director - District E,Jason H. Lester,14121
Arapahoe,Englewood School District School Board Director 2,Caty Husbands,4465
Arapahoe,Englewood School District School Board Director 4,Julie Hoag,4367
Arapahoe,Englewood School District School Board Director 4,Duane Tucker,3210
Arapahoe,Englewood School District School Board Director 4,Steven Leflar,2960
Arapahoe,Englewood School District School Board Director 4,Andy Szekeres,2924
Arapahoe,Englewood School District School Board Director 4,Derek Dye,0
Arapahoe,Strasburg School District 31J School Board Director,Julie Winter,230
Arapahoe,Strasburg School District 31J School Board Director,Marilyn Diedrich,228
Arapahoe,Strasburg School District 31J School Board Director,Daymon Johnson,217
Arapahoe,Strasburg School District 31J School Board Director,Ruth Gonzalez-Alvarado,141
Arapahoe,Amendment 78 (CONSTITUTIONAL),No/Against,82968
Arapahoe,Amendment 78 (CONSTITUTIONAL),Yes/For,68489
Arapahoe,Proposition 119 (STATUTORY),Yes/For,79005
Arapahoe,Proposition 119 (STATUTORY),No/Against,76090
Arapahoe,Proposition 120 (STATUTORY),No/Against,81378
Arapahoe,Proposition 120 (STATUTORY),Yes/For,72886
Arapahoe,Arapahoe County Ballot Issue 1A,Yes/For,117878
Arapahoe,Arapahoe County Ballot Issue 1A,No/Against,35735
Arapahoe,City of Greenwood Village Ballot Question 2B,Yes/For,4064
Arapahoe,City of Greenwood Village Ballot Question 2B,No/Against,1601
Arapahoe,City of Littleton Ballot Issue 3A,Yes/For,8117
Arapahoe,City of Littleton Ballot Issue 3A,No/Against,5579
Arapahoe,Town of Deer Trail Ballot Issue 2A,No/Against,204
Arapahoe,Town of Deer Trail Ballot Issue 2A,Yes/For,91
Arapahoe,Englewood Downtown Development Authority Ballot Issue 6D,Yes/For,139
Arapahoe,Englewood Downtown Development Authority Ballot Issue 6D,No/Against,56
Arapahoe,Strasburg Fire Protection District No. 8 Ballot Issue 7A,Yes/For,302
Arapahoe,Strasburg Fire Protection District No. 8 Ballot Issue 7A,No/Against,257
Arapahoe,Arapahoe Park and Recreation District Ballot Issue 6A,Yes/For,9850
Arapahoe,Arapahoe Park and Recreation District Ballot Issue 6A,No/Against,4563
Arapahoe,Proposed Southmoor Hudson GID Ballot Question 6B,Yes/For,21
Arapahoe,Proposed Southmoor Hudson GID Ballot Question 6B,No/Against,0
Arapahoe,Proposed Southmoor Hudson GID Ballot Issue 6C,Yes/For,21
Arapahoe,Proposed Southmoor Hudson GID Ballot Issue 6C,No/Against,0
Archuleta,Bayfield School District 10 Jt-R Director,Matt Turner,9
Archuleta,Bayfield School District 10 Jt-R Director,Jill M. Shocklee,6
Archuleta,Bayfield School District 10 Jt-R Director,Rebecca Parnell,5
Archuleta,Bayfield School District 10 Jt-R Director,Kira Charlotte Wennerstrom,0
Archuleta,Ignacio School District 11JT Director - 2 Year Term,Jay Dee Brunson,141
Archuleta,Ignacio School District 11JT Director - 4 Year Term,Leila C. Baker,106
Archuleta,Ignacio School District 11JT Director - 4 Year Term,James (Jim) Bulwan,97
Archuleta,Ignacio School District 11JT Director - 4 Year Term,Lee Petty,76
Archuleta,Amendment 78 (CONSTITUTIONAL),No/Against,2496
Archuleta,Amendment 78 (CONSTITUTIONAL),Yes/For,1861
Archuleta,Proposition 119 (STATUTORY),No/Against,2589
Archuleta,Proposition 119 (STATUTORY),Yes/For,1803
Archuleta,Archuleta - Proposition 120 (STATUTORY),No/Against,2451
Archuleta,Archuleta - Proposition 120 (STATUTORY),Yes/For,1924
Archuleta,Colorado's Timber Ridge Metropolitan District Ballot Issue 6A (Road Maintenance Mill Levy),Yes/For,55
Archuleta,Colorado's Timber Ridge Metropolitan District Ballot Issue 6A (Road Maintenance Mill Levy),No/Against,37
Baca,Springfield RE-4 School District,Tyler Gibson,386
Baca,Springfield RE-4 School District,Larry Duncan,373
Baca,Springfield RE-4 School District,Larkin Smith,360
Baca,Amendment 78 (CONSTITUTIONAL),No/Against,638
Baca,Amendment 78 (CONSTITUTIONAL),Yes/For,630
Baca,Proposition 119 (STATUTORY),No/Against,811
Baca,Proposition 119 (STATUTORY),Yes/For,471
Baca,Proposition 120 (STATUTORY),No/Against,754
Baca,Proposition 120 (STATUTORY),Yes/For,519
Baca,Walsh RE-1 School District Ballot Issue 4A,Yes/For,259
Baca,Walsh RE-1 School District Ballot Issue 4A,No/Against,171
Bent,City of Las Animas Mayor,Scott Peterson,455
Bent,City of Las Animas Light & Power Board,Jerry Maupin,493
Bent,City of Las Animas City Council Ward 1 - Precinct 10,Troy Abdulla,160
Bent,City of Las Animas City Council Ward 2 - Precinct 9,David Armstrong,100
Bent,City of Las Animas City Council Ward 2 - Precinct 9,Lynette Wolfe,86
Bent,City of Las Animas City Council Ward 2 - Precinct 9,Terry R Kim,70
Bent,City of Las Animas City Council Ward 3 - Precinct 8,Kimberlie D King,91
Bent,City of Las Animas City Council Ward 3 - Precinct 8,Joseph Frazier,56
Bent,City of Las Animas City Council Ward 3 - Precinct 8,Jacob Marlow,53
Bent,Wiley School District RE-13JT Director-At Large,Jenna Davis,34
Bent,Wiley School District RE-13JT Director-At Large,Joseph Wagner,31
Bent,Wiley School District RE-13JT Director-At Large,Neil Mauch,29
Bent,Wiley School District RE-13JT Director-At Large,Brad Lubbers,28
Bent,Wiley School District RE-13JT Director-At Large,Tandy Bitner,27
Bent,Wiley School District RE-13JT Director-At Large,Raul Pineda,26
Bent,Wiley School District RE-13JT Director-At Large,Joshua Weimer,24
Bent,Wiley School District RE-13JT Director-At Large,Lisa Schlotterhausen,21
Bent,Wiley School District RE-13JT Director-At Large,Stacey Stewart,13
Bent,Amendment 78 (CONSTITUTIONAL),No/Against,653
Bent,Amendment 78 (CONSTITUTIONAL),Yes/For,576
Bent,Proposition 119 (STATUTORY),No/Against,711
Bent,Proposition 119 (STATUTORY),Yes/For,539
Bent,Proposition 120 (STATUTORY),No/Against,708
Bent,Proposition 120 (STATUTORY),Yes/For,535
Bent,City of Las Animas Ballot Issue 2A,Yes/For,300
Bent,City of Las Animas Ballot Issue 2A,No/Against,288
Bent,City of Las Animas Ballot Issue 2B,Yes/For,327
Bent,City of Las Animas Ballot Issue 2B,No/Against,255
Boulder,City of Boulder Council Candidates,Mark Wallach,17683
Boulder,City of Boulder Council Candidates,Matt Benjamin,16501
Boulder,City of Boulder Council Candidates,Nicole Speer,16287
Boulder,City of Boulder Council Candidates,Lauren Folkerts,15763
Boulder,City of Boulder Council Candidates,Tara Winer,15205
Boulder,City of Boulder Council Candidates,Michael Christy,14558
Boulder,City of Boulder Council Candidates,Dan Williams,13614
Boulder,City of Boulder Council Candidates,Steve Rosenblum,13309
Boulder,City of Boulder Council Candidates,David Takahashi,8429
Boulder,City of Boulder Council Candidates,Jacques Decalo,3908
Boulder,City of Lafayette City Council Candidates,Nicole Samson,6635
Boulder,City of Lafayette City Council Candidates,Brian Wong,6266
Boulder,City of Lafayette City Council Candidates,Tonya Briggs,5325
Boulder,City of Lafayette City Council Candidates,Enihs Medrano,5236
Boulder,City of Lafayette City Council Candidates,Brandon Stites,3032
Boulder,City of Longmont - Mayor,Joan Peck,11476
Boulder,City of Longmont - Mayor,Tim Waters,10427
Boulder,City of Longmont - Mayor,Gregory Harris,5819
Boulder,City of Longmont - City Council Member At-Large,Shiquita Yarbrough,11014
Boulder,City of Longmont - City Council Member At-Large,Aren Rodriguez,10101
Boulder,City of Longmont - City Council Member At-Large,Sean P. McCoy,8953
Boulder,City of Longmont - City Council Member At-Large,Diane Crist,7210
Boulder,City of Longmont - City Council Member At-Large,Tallis Salamatian,5579
Boulder,City of Longmont - City Council Member At-Large,Jeremy Dejuan Johnson,4701
Boulder,City of Longmont - City Council Member Ward 2,Marcia Martin,7150
Boulder,City of Louisville City Council Ward 1 (4-year term),Chris Leh,1961
Boulder,City of Louisville City Council Ward 1 (4-year term),Keith Keller,1011
Boulder,City of Louisville City Council Ward 2 (4-year term),Maxine Most,1759
Boulder,City of Louisville City Council Ward 3 (4-year term),Kyle Brown,1774
Boulder,Boulder Valley School District RE-2 Director District B (4 Years),Nicole Rajpal,35766
Boulder,Boulder Valley School District RE-2 Director District B (4 Years),William Hamilton,11208
Boulder,Boulder Valley School District RE-2 Director District B (4 Years),Gala W. Orba,2838
Boulder,Boulder Valley School District RE-2 Director District B (4 Years),Sky Van Horn,82
Boulder,Boulder Valley School District RE-2 Director District E (4 Years),Beth Niznik,21091
Boulder,Boulder Valley School District RE-2 Director District E (4 Years),Deann E. Bucher,19073
Boulder,Boulder Valley School District RE-2 Director District E (4 Years),Kara Awaitha Frost,9659
Boulder,Boulder Valley School District RE-2 Director District F (4 Years),Kitty Sargent,41181
Boulder,Estes Park School District R-3 School Board Director At Large,Peggy Mauerman,125
Boulder,Estes Park School District R-3 School Board Director At Large,Danielle Wolf,99
Boulder,Estes Park School District R-3 School Board Director At Large,Courtney Cabrera,99
Boulder,Estes Park School District R-3 School Board Director At Large,Stacy Ferree,63
Boulder,Estes Park School District R-3 School Board Director At Large,John Davis,58
Boulder,Estes Park School District R-3 School Board Director At Large,Ava Kendall,52
Boulder,St. Vrain Valley School District RE-1J Board of Education Director in Director District B,Karen Ragland,24153
Boulder,St. Vrain Valley School District RE-1J Board of Education Director in Director District D,Meosha Brooks,20825
Boulder,St. Vrain Valley School District RE-1J Board of Education Director in Director District D,Tyler Gearhart,7478
Boulder,St. Vrain Valley School District RE-1J Board of Education Director in Director District F,Sarah Hurianek,18077
Boulder,St. Vrain Valley School District RE-1J Board of Education Director in Director District F,Natalie Abshier,11451
Boulder,Thompson School District R2-J Board of Education Director District B,Amy Doran,33
Boulder,Thompson School District R2-J Board of Education Director District B,Deborah (Dee Dee) Vicino,23
Boulder,Thompson School District R2-J Board of Education Director District C,Nancy Rumfelt,28
Boulder,Thompson School District R2-J Board of Education Director District C,Jarrett Roberts,24
Boulder,Thompson School District R2-J Board of Education Director District E,Alexandra Lessem,37
Boulder,Thompson School District R2-J Board of Education Director District E,"Blake ""No Mandates"" Law",22
Boulder,Thompson School District R2-J Board of Education Director District F,Barbara Kruse,30
Boulder,Thompson School District R2-J Board of Education Director District F,Lisa Winbourn,22
Boulder,City of Longmont Municipal Court Judge - Frick,Yes/For,16088
Boulder,City of Longmont Municipal Court Judge - Frick,No/Against,6971
Boulder,Amendment 78 (CONSTITUTIONAL),No/Against,76318
Boulder,Amendment 78 (CONSTITUTIONAL),Yes/For,28546
