min_margin,contest_name,contest_cvr_ids
0,City of Sheridan City Council Member Ward 1 4,[]
0,City of Sheridan City Council Member Ward 1 2,[]
0,Custer County School District Director 1,[]
0,LJC2 La Junta City Ward 2,[]
0,Salida School District Board of Education Director - At Large,[]
139,City of Thornton Council Member - Ward 4,[]
1206,Town of Castle Rock Ballot Issue 2A,[]
1339,Town of Castle Rock Ballot Issue 2D,[]
6025,Town of Castle Rock Ballot Issue 2C,[]
185,Thunderbird Water and Sanitation District Ballot Issue 6A,[]
740,City of Lone Tree Ballot Issue 2E,[]
299,City of Walsenburg Mayor,"[96422,95895,94487,95567,94764,95337,96003,96676,94741,95497,94884,96007,95738,95403,94660,96152,95739,96769,95608,94837,94989,95202,94511,95011,95360,96660,94757,95719,96042,95797,94911,94843,95699,94934,96946,94738,95169,96620,96879,96755,96875,95216,94394,95676,96741,95569,94544,96916,97009,94570,96459,96026,94924,94576,96102,96346,97028,96515,96857,96776,96577,96732,96509,94469,95985,96205,96037]"
190,City of Castle Pines - Council District 2,[]
0,CITY COUNCIL WARD 3,[]
0,CITY COUNCIL WARD 2,[]
0,Buena Vista School District Director - District B,[]
1132,City of Steamboat Springs City Council - District I - Four Year Term,"[1477067,1472812,1472818,1472487,1472273,1478373,1478901,1477499,1478564,1479498,1472012,1480439,1476289,1477921,1472621,1475217,1480104,1472320,1474942,1480018,1472176,1476774,1480607,1474842,1472517,1477820,1476711,1472734,1471498,1478831,1474921,1479292,1480176,1480620,1480254,1480928,1475595,1478197,1472330,1477077,1477925,1480618,1476083,1472129,1471631,1471957,1480145,1475897,1476695,1478881,1477083,1477604,1478108,1471858,1474861,1477637,1475216,1475337,1477035,1476110,1471820,1475294,1475328]"
759,City of Castle Pines - Council District 3,[]
63577,Referred Question 2G,[]
82430,Referred Question 2H,[]
0,City of Englewood Office of Municipal Judge,[]
0,City of Golden Council Member Ward 4,[]
0,City of Northglenn Council Member - Ward 1,[]
1075,City of Aspen Ballot Question 2B: Authorization to Exchange City Property for a Conservation Easement over the Pride of Aspen...,[]
984,City of Aspen Ballot Question 2A: Amendment to the Aspen Municipal Code regarding the Wheeler Real Estate Transfer Tax,[]
0,City of Golden Council Member Ward 1,[]
23,Redstone Ranch Acres Road General Improvement District Ballot Issue 6A:,[]
5136,Durango School District 9-R Director - District E,[]
0,City of Golden Council Member Ward 2,[]
5111,Durango School District 9-R Director - District A,[]
0,City of Golden Council Member Ward 3,[]
1089,Las Animas County Referred Measure 1A,[]
12,Hoehne Reorganized School District 3 Director District 6,[]
0,City of Centennial Council Member District 3,[]
0,City of Centennial Council Member District 2,[]
1516,City of Lakewood Council Member Ward 3,[]
1584,City of Lakewood Council Member Ward 4,[]
384,City of Edgewater Council Members,[]
17521,City of Lakewood Retention of Presiding Judge,[]
0,City of Northglenn Council Member - Ward 4 - 2 Year Term,[]
7193,City of Lakewood Ballot Issue 2D,[]
1676,City of Golden Ballot Issue 2C,[]
1142,City of Golden Ballot Issue 2B,[]
54,City of Golden Ballot Question 2A,[]
2037,RE-1 Valley School District Board of Education Director District 1,[]
2724,RE-1 Valley School District Board of Education Director District 5,[]
24,Plateau RE-5 School District Board of Directors,[]
0,Idaho Springs City Council Ward I,[]
20,Plateau RE-5 School District General Obligation Bonds Referred Ballot Issue 4B,[]
92,Stratton R-4 School District Director,"[1409468,1409796,1409755,1410007,1410450,1410122,1408791,1410149,1410332,1410206,1410278,1408883,1409206,1410376,1409968,1409584,1408416,1409745,1409824,1409064,1409092,1410349,1409660,1410411,1410099,1409742,1408430,1409073,1410134,1408453,1409257,1408612,1409213,1410064,1409478,1410053,1410342,1409644,1408633,1409110,1408589,1409159,1409433,1409759,1410343,1408904,1409606,1409225,1409938,1410385,1410449,1409634,1410116,1410076,1409845,1409338,1409309,1408596,1409546,1409780,1409171,1408941,1409252,1409112,1410229,1410055,1409398,1409309,1408538,1410435,1410052,1408686,1410406,1409778,1410257,1409069,1410030,1409958,1408517,1410350,1408786,1409703,1409438,1409330,1410139,1409507,1409036,1409100,1409705,1410003,1409715,1409303,1409175,1408853,1408563,1408522,1408985,1408556,1410374,1408552,1408542,1410242,1409681,1409756,1410181,1410336,1410002,1409368,1410342,1409812,1410353,1409822,1409397,1408550,1408622,1408960,1408800,1410142,1408518,1408828,1409982,1409462,1408884,1410054,1409336,1409597,1409794,1409016,1409995,1409067,1409744,1408506,1408692,1408887,1409017,1408437,1409538,1409662,1409041,1409030,1409660,1409097,1409526,1408508,1409221,1409461,1409290,1408991,1409165,1409031,1409008,1408466,1408760,1409172,1408982,1408813,1409017,1408407,1408792,1409141,1409086,1408820,1408992,1408689,1408423]"
190,Highland Park Sanitation District Referred Ballot Question 6M,[]
70,Town of Elizabeth Ballot Question 2A,[]
190,Kiowa C-2 School District Director - 2 Year Term,[]
57,Kiowa C-2 School District Director - 4 Year Term,[]
0,Vote for not more than TWO (2) Directors to act until the first regular election in 2022.                                ,[]
1015,Berthoud Community Library District Ballot Issue 6D,[]
0,City of Canon City Council Member - At-Large,[]
0,City of Las Animas Mayor,[]
41,Larimer County Eagle Crest Public Improvement District No. 74 Ballot Issue 6C,[]
2248,Eagle County Ballot Issue 1A,"[81564,84748,85875,86815,82331,85312,74705,74953,78459,81527,82968,81238,76461,78838,84251,87735,75440,86950,74295,84160,83478,85807,73929,81066,73215,78853,73965,73824,87535,78309,82701,75762,85612,82465,81733,84674,86247,86047,73733,85201,79234,85552,82973,83699,77920,81470,73022,81593,77418,79068,77368,77843]"
291,City of Loveland Mayor,[]
2,City of Idaho Springs Ballot Question 2B,[]
75,Garfield County School District 16,[]
0,City of Louisville City Council Ward 3 (4-year term),[]
2134,Colorado River Fire Protection District Ballot Issue 6A,[]
460,Northern Saguache County Library District Ballot Issue 6B,[]
1228,Grand County Ballot Question 1E,[]
1011,Grand County Ballot Question 1F,[]
0,Adams 12 Five Star Schools School Director District No. 4,[]
1209,East Grand School District No. 2 Director - District 3,[]
0,City of Alamosa Mayor,[]
2514,Proposed Colorado Springs Briargate General Improvement District 2021 Ballot Issue 6B,[]
472,Colorado Springs School District 11 Director - 4 Year Term,[]
179,Widefield School District 3 Director - 4 Year Term,[]
802,El Paso County Colorado School District 49 Director District 5 - 4 Year Term,[]
903,El Paso County School District No. 2 Director District 1 - 4 Year Term,[]
213,City of Fountain Mayor - 4 Year Term,[]
151,City of Manitou Springs City Council - Ward 3 - 4 Year Term,[]
0,City of Louisville City Council Ward 2 (4-year term),[]
530,City of Manitou Springs Mayor,[]
1686,Cheyenne Mountain School District 12 Director - 4 Year Term,[]
1122,El Paso County Colorado School District 49 Director District 1 - 4 Year Term,[]
16648,El Paso County Ballot Issue 1A,[]
381,City of Fountain Council Member Ward 3 - 4 Year Term,[]
6166,Academy School District 20 Director - 4 Year,[]
0,Director for Montrose County Board of Education - District A,[]
0,Director for Montrose County Board of Education - District G,[]
0,Wray City Council,[]
933,Garfield School No. Re-2 School Board Director E,"[1422283,1423551,1416206,1425844,1417719,1425477,1429544,1416766,1427319,1424472,1426462,1419810,1428705,1425608,1426570,1424496,1427726,1431002,1428884,1416147,1417405,1425024,1421131,1427464,1425666,1431096,1425508,1421701,1422788,1426553,1425426,1422678,1425735,1423362,1427978,1415748,1430033,1416129,1423690,1426180,1420985,1429024,1427863,1417571,1429933,1424393,1428533,1426984,1416297,1423402,1427454,1419521,1421210,1429470,1430286,1419292,1419891,1428137,1418617,1424171,1429296,1422977,1429505,1421461,1420479,1422354,1416972,1425814,1421889,1418777,1423442,1425704,1427178,1427623,1427823,1429588,1430127,1422328,1429836,1423784,1420419,1428358,1418385,1422470,1425192,1418994,1427482,1418887,1427924,1421089,1425435,1424112,1424724,1424282,1419323,1418857,1423093,1422607,1420139,1423317,1420243,1420471,1416937,1418444,1419900,1423496,1421693,1419367,1422949,1423434,1417412,1421372,1421870,1418039,1416297,1416582,1417134,1416261,1418334,1418327,1416412,1416179]"
0,RE-1 Valley School District Board of Education Director District 2,[]
10876,El Paso County Colorado School District 49 Ballot Issue 4A,[]
375,Manitou Springs School District No. 14 Ballot Issue 4C,[]
0,RE-1 Valley School District Board of Education Director District 6,[]
928,Montezuma School District Director-District E,"[874403,868470,876560,867185,868446,865162,871216,875172,871221,879123,865452,868538,867616,866249,874296,870388,865455,866482,869831,873398,878902,867868,876389,877102,870187,866592,869081,877452,865348,871057,866637,874818,867144,875265,877471,865790,869635,878022,873764,867148,874087,874819,877657,875188,875438,877640,871220,878219,878381,875757,872812,875425,866140,873848,873549,872209,871462,871621,870184,866001,872333,871013,869606]"
135,Lincoln - Proposition 120 (STATUTORY),"[91636,92696,92754,91670,92200,92299,92751,92047,92230,92386,92436,91880,91391,92431,92580,92737,91349,92640,91512,92537,92141,91463,92272,92818,92535,91721,91451,92651,91348,91731,92242,92036,92061,92545,92307,92623,92631,92298,92439,91929,92597,91927,91432,91589,92551,91990,92293,91294,91381,91888,92456,91549,92768,92256,91320,92270,92013,91990,91861,91575,91381,91962,92313,92332,92399,92213,91299,92036,92005,92017,92223,92237,91874,91680,91569,91971,92013,91761,91903,92027,91796,91977,91792,91297,91513]"
7758,City of Colorado Springs Ballot Issue 2C,[]
17479,City of Colorado Springs Ballot Issue 2D,[]
9,Colorado Springs School District 11 Ballot Issue 4B,[]
1987,Security Fire Protection District Ballot Issue 6A,[]
955,El Paso County Colorado School District 49 Director District 4 - 2 Year Term,[]
0,School Board Director- 4 Year,[]
558,Town of Monument Ballot Issue 2E,[]
809,Town of Monument Ballot Issue 2F,[]
114,City of Fountain Council Member Ward 1 - 4 Year Term,[]
44,Hanover School District 28 Director - 4 Year Term,[]
41,Town of Calhan Ballot Issue 2B,[]
90,Fountain-Fort Carson School District 8 Director - 4 Year Term,[]
718,Town of Monument Ballot Question 2G,[]
0,Center Consolidated School District 26 JT Director - District B,[]
3,Town of Ramah Ballot Issue 2A,[]
650,Ellicott School District 22 Director - 4 Year Term,[]
0,Idaho Springs City Council Ward II,[]
11,Monte Vista School District C-8 Board of Education Director-Four Year Term,[]
5,Upper Rio Grande School District C-7 Director-Four Year Term,[]
46,City of Littleton Council Member District I,[]
0,City of Fountain Council Member At Large - 4 Year Term,[]
2211,City of Englewood Office of Council Member At-Large 2,[]
914,City of Centennial Council Member District 1,[]
173,City of Centennial Council Member District 4,[]
113,Town of Deer Trail Ballot Issue 2A,[]
5287,Arapahoe Park and Recreation District Ballot Issue 6A,[]
28,City of Sheridan Council Member Ward 3,[]
0,Montezuma School District Director-District F,[]
0,Montezuma School District Director-District D,[]
0,Montezuma School District Director-District G,[]
82143,Arapahoe County Ballot Issue 1A,[]
0,Montezuma School District Director-District B,[]
0,Montezuma School District Director-District A,[]
83,Englewood Downtown Development Authority Ballot Issue 6D,[]
21,Proposed Southmoor Hudson GID Ballot Question 6B,[]
13115,School Board Director - District D,[]
0,Weld County School District RE-2 Director District A,[]
1341,Mesa County Valley School District 51 - Director District C,"[14865,65153,32328,39121,49939,14225,49563,42280,49214,63243,38777,56215,28238,30107,64220,44690,52594,15104,51524,40989,51216,32223,62201,53344,13033,38720,45379,56203,60601,41595,54694,16267,55148,55146,61718,29467,36152,57619,61852,40425,63464,46614,21472,47866,52976,46603,24547,37523,13489,63486,45238,16314,21938,62684,22596,39835,30788,23342,38110,56135,41081,48887,55422,42631,39261,55029,62559,59559,38522,64520,13245,48842,42352,53798,64275,20698,63337,24362,42976,39196,63522,54124,44969,20633,53711,24895,44819,65171,42608,62433,64170,57465,16550,35265,28961,33938,19151,52020,54179,12894,17333,36726,41620,49004,19756,64388,30360,34467,49361,46785,26231,34996,37118,64945,54248,38847,62137,61915,47766,54071,21826,43837,47197,64966,54029,57332,62046,31281,13149,46240,57753,37948,33912,46853,17215,22206,28850,31113,60145,63031,64494,21231,50967,48355,39419,37085,63459,62411,22155,42216,47961,58494,23594,58729,35174,53632,15146,30779,41514,30679,28330,56620,20091,35470,21700,42769,40707,42542,61003,60776,37966,28669,30098,64996,49138,53981,45481,55472,24262,49264,18545,35896,51121,51221,28075,55299,41272,60467,63172,19822,61318,26561,52440,58833,37189,50568,35156,25646,35858,40975,41672,17515,43267,25053,20362,48519,51522,28524,28785,36056,32364,57163,36907,41837,47632,32309,22149,47670,48256,38751,42162,39947,38998,28864,25065,41486,44904,20212,19112,12787,24729,39675,26450,32688,42658,40154,14296,27572,13077,17765,26286,33386,39544,33116,36061,26778,29312,33013,24200,38375,25990,40743,20644,31601,26925,18407,20948,12899,18788,25065,20734,49238,33892,26978,32029,26909,15273,26005,24115,25307,21293,18087,57065,23822,57114,19110,17132,21814,14774,49301,18821,57229,14098,16894,15132,13604,13278]"
13814,School Board Director - District E,[]
123,Director District C 4 Year Term,"[676904,677016,677041,677362,676997,677294,677161,676902,677434,676954,676859,677190,677031,676937,677315,677241,676973,677392,677242,676990,677369,677458,677206,676961,677343,677402,676941,676872,677386,677172,677411,677368,676857,676876,677257,677114,677202,677203,677170]"
128,City of Aurora Council Member Ward III,[]
284,City of Englewood Office of Council Member District 4,[]
171,City of Greenwood Village Councilmember District 2,[]
632,City of Greenwood Village Councilmember District 1,[]
15,City of Greenwood Village Councilmember District 4,[]
21,Proposed Southmoor Hudson GID Ballot Issue 6C,[]
361,City of Greenwood Village Councilmember District 3,[]
14,City of Sheridan City Council Member Ward 2,[]
36,Englewood School District School Board Director 4,[]
2463,City of Greenwood Village Ballot Question 2B,[]
83,Town Council 4,[]
0,City of Salida Mayor - Two Year Term,[]
0,Council Member - At Large,[]
0,Moffat County School Board Director - At Large,[]
0,City of Canon City Council Member - District 3,[]
0,City of Brighton Councilmember Ward 2,[]
0,City of Brighton Councilmember Ward 3,[]
0,City of Brighton Councilmember Ward 4,[]
652,Delta - Director for the Delta County Board of Education - District 5,"[1300688,1302342,1297194,1292689,1299762,1300713,1294693,1298620,1296709,1294016,1297882,1294409,1298391,1294371,1298845,1300142,1295708,1301034,1294240,1293776,1295434,1296169,1301372,1298105,1301430,1296958,1294678,1299077,1297859,1300985,1299345,1294594,1295822,1301364,1301282,1296769,1301719,1297971,1297754,1302203,1294836,1302579,1293951,1299418,1300745,1302422,1293585,1300920,1295186,1297573,1293803,1297690,1301981,1294668,1298112,1302539,1295965,1296162,1294449,1294574,1300610,1294853,1293392,1301767,1300200,1299941,1295633,1300855,1295200,1294941,1300685,1293685,1296797,1294503,1298947,1296550,1295283,1295869,1300358,1293908,1300759,1302363,1299135,1298352,1295320,1300340,1299568,1301293,1298420,1299113,1298398,1300578,1301178,1295440,1300087,1297141,1293279,1296654,1297725,1296067,1299566,1298653,1295073,1298721,1297153,1295053,1297222,1296227,1297230,1296360,1296321,1295288,1296285,1295212]"
558,Mayor - At Large,"[719321,720377,720783,719849,721451,720215,721113,717853,718641,717882,717927,719027,721255,721589,719210,719009,718543,721104,721536,717827,718092,721346,720961,721357,719903,720836,717842,719492,718473,719037,720497,719028,720190,720291,720813,720993,721189,720048,720848,719236,721061,721106,720381,719930,720523,720750,719062,719841,718508,717699,717968,718594,719391,718793,718397,717966]"
0,City of Manitou Springs City Council - Ward 1 - 4 Year Term,[]
0,Rocky Ford School District R-2: 4 Year Term-At Large Seats,[]
0,Florence Council Member - Ward 3,[]
