County,Tabulator,BATCH,# of Ballot Cards,Location
Weld,103,68,100,48
Weld,103,69,100,48
Weld,103,70,100,48
Weld,103,71,100,48
Weld,103,72,8,48
Weld,103,73,100,51
Weld,103,74,100,51
Weld,103,75,100,51
Weld,103,76,100,51
Weld,103,77,100,51
Weld,103,78,100,51
Weld,103,79,100,54
Weld,103,80,100,54
Weld,103,81,100,54
Weld,103,82,74,54
Weld,103,83,100,54
Weld,103,84,100,54
Weld,103,85,100,56
Weld,103,86,100,56
Weld,103,87,100,56
Weld,103,88,100,56
Weld,103,89,100,56
Weld,103,90,53,56
Weld,103,91,100,60
Weld,103,92,100,60
Weld,103,93,100,60
Weld,103,94,100,60
Weld,103,95,100,60
Weld,103,96,100,60
Weld,103,97,100,63
Weld,103,98,100,63
Weld,103,99,100,63
Weld,103,100,100,63
Weld,103,101,100,63
Weld,103,102,100,63
Weld,103,103,100,69
Weld,103,104,100,69
Weld,103,105,98,69
Weld,103,106,100,69
Weld,103,107,100,69
Weld,103,108,100,69
Weld,103,109,99,72
Weld,103,110,100,72
Weld,103,111,34,72
Weld,103,112,100,72
Weld,103,113,100,72
Weld,103,114,100,72
Weld,103,115,63,76
Weld,103,116,100,76
Weld,103,117,42,76
Weld,103,118,68,76
Weld,103,119,100,80
Weld,103,120,100,80
Weld,103,121,41,80
Weld,103,122,100,80
Weld,103,123,100,80
Weld,103,124,100,80
Weld,103,125,100,84
Weld,103,126,99,84
Weld,103,127,100,84
Weld,103,128,100,84
Weld,103,129,100,84
Weld,103,130,100,84
Weld,104,1,100,4
Weld,104,2,100,4
Weld,104,3,100,4
Weld,104,4,100,4
Weld,104,5,99,4
Weld,104,6,100,4
Weld,104,7,100,9
Weld,104,8,100,9
Weld,104,9,100,9
Weld,104,10,99,9
Weld,104,11,39,9
Weld,104,12,98,9
Weld,104,13,100,15
Weld,104,14,100,15
Weld,104,15,100,15
Weld,104,16,100,15
Weld,104,17,99,15
Weld,104,18,100,15
Weld,104,19,99,22
Weld,104,20,100,22
Weld,104,21,100,22
Weld,104,22,97,22
Weld,104,23,100,22
Weld,104,24,100,22
Weld,104,25,100,31
Weld,104,26,100,31
Weld,104,27,100,31
Weld,104,28,100,31
Weld,104,29,100,31
Weld,104,30,100,31
Weld,104,31,100,38
Weld,104,32,100,38
Weld,104,33,100,38
Weld,104,34,100,38
Weld,104,35,100,38
Weld,104,36,100,38
Weld,104,37,100,41
Weld,104,38,100,41
Weld,104,39,100,41
Weld,104,40,59,41
Weld,104,41,100,41
Weld,104,42,100,41
Weld,104,43,100,47
Weld,104,44,100,47
Weld,104,45,100,47
Weld,104,46,100,47
Weld,104,47,100,47
Weld,104,48,99,47
Weld,104,49,100,57
Weld,104,50,100,57
Weld,104,51,100,57
Weld,104,52,100,57
Weld,104,53,100,57
Weld,104,54,100,57
Weld,104,55,100,61
Weld,104,56,100,61
Weld,104,57,100,61
Weld,104,58,100,61
Weld,104,59,100,61
Weld,104,60,100,61
Weld,104,61,100,65
Weld,104,62,100,65
Weld,104,63,99,65
Weld,104,64,100,65
Weld,104,65,100,65
Weld,104,66,100,65
Weld,104,67,100,68
Weld,104,68,100,68
Weld,104,69,100,68
Weld,104,70,100,68
Weld,104,71,100,68
Weld,104,72,100,68
Weld,104,73,100,74
Weld,104,74,100,74
Weld,104,75,99,74
Weld,104,76,100,74
Weld,104,77,100,74
Weld,104,78,55,74
Weld,104,79,100,78
Weld,104,80,100,78
Weld,104,81,100,78
Weld,104,82,100,78
Weld,104,83,100,78
Weld,104,84,100,78
Weld,104,85,100,81
Weld,104,86,100,81
Weld,104,87,100,81
Weld,104,88,99,81
Weld,104,89,100,81
Weld,104,90,100,81
Weld,104,91,5,85
Weld,104,92,67,85
Weld,104,93,17,85
Weld,107,1,15,502
Weld,107,2,59,502
Weld,107,3,12,502
Weld,107,4,10,502
Weld,107,5,2,502
Weld,108,1,100,500
Weld,109,1,56,501
Weld,109,2,69,501
Weld,109,3,39,501
Weld,109,4,43,501
Weld,109,5,18,501
