county_name,contest_name,choice,votes
Adams,Representative to the 119th United States Congress - District 4 - REP,Deborah Flora,186
Adams,Representative to the 119th United States Congress - District 4 - REP,Mike Lynch,172
Adams,Representative to the 119th United States Congress - District 4 - REP,Peter Yu,74
Adams,Representative to the 119th United States Congress - District 6 - REP,John E. Fabbricatore,669
Adams,Representative to the 119th United States Congress - District 7 - REP,Sergei Matveyuk,78
Adams,Adams - Representative to the 119th United States Congress - District 8 - REP,Gabe Evans,16863
Adams,Adams - Representative to the 119th United States Congress - District 8 - REP,Janak Joshi,5226
Adams,State Board of Education Member - Congressional District 4 - REP,"Kristi ""KBB"" Burton Brown",958
Adams,State Board of Education Member - Congressional District 4 - REP,Saundra Larsen,834
Adams,State Board of Education Member - Congressional District 8 - REP,Yazmin Navarro,17173
Adams,Regent of the University of Colorado - At Large - REP,Eric Rinard,19882
Adams,State Senator - District 13 - REP,Scott Bright,2387
Adams,State Senator - District 19 - REP,Sam Bandimere,82
Adams,State Senator - District 21 - REP,Frederick Alfred Jr,5261
Adams,State Senator - District 28 - REP,Pedro Espinoza,641
Adams,State Representative - District 24 - REP,Gwen Henderson,79
Adams,State Representative - District 29 - REP,Evan Shields Hunt,2406
Adams,State Representative - District 31 - REP,Heidi Pitchforth,2652
Adams,State Representative - District 33 - REP,Michael Martinez,1341
Adams,State Representative - District 34 - REP,Craig Sullivan,4161
Adams,State Representative - District 35 - REP,Lee J Knoll,1931
Adams,State Representative - District 48 - REP,Carlos Barron,2655
Adams,State Representative - District 56 - REP,Chris Richardson,1681
Adams,Adams County Commissioner - District 1 - REP,Shelly McClure,20089
Adams,Adams County Commissioner - District 5 - REP,Jim Wood,19623
Adams,Representative to the 118th United States Congress - District 4,Greg Lopez,1656
Adams,Representative to the 118th United States Congress - District 4,Trisha Eloise Calvarese,494
Adams,Representative to the 118th United States Congress - District 4,Hannah Goodman,160
Adams,Representative to the 118th United States Congress - District 4,Frank Atwood,107
Alamosa,Representative to the 119th United States Congress - District 3 - DEM,Adam Frisch,969
Alamosa,State Board of Education Member - Congressional District 3 - DEM,Ellen Angeles,853
Alamosa,Regent of the University of Colorado - At Large - DEM,"Charles ""CJ"" Johnson",447
Alamosa,Regent of the University of Colorado - At Large - DEM,Elliott Hood,396
Alamosa,Regent of the University of Colorado - Congressional District 3 - DEM,Robert B. Logan,827
Alamosa,State Senator - District 6 - DEM,Vivian Smotherman,827
Alamosa,State Representative - District 62 - DEM,Matthew Martinez,964
Alamosa,Alamosa County Commissioner - District 1 - DEM,Richard P. Needham,829
Alamosa,Alamosa - Representative to the 119th United States Congress - District 3 - REP,Jeff Hurd,591
Alamosa,Alamosa - Representative to the 119th United States Congress - District 3 - REP,Ron Hanks,460
Alamosa,Alamosa - Representative to the 119th United States Congress - District 3 - REP,Stephen A. Varela,135
Alamosa,Alamosa - Representative to the 119th United States Congress - District 3 - REP,Lew Webb,88
Alamosa,Alamosa - Representative to the 119th United States Congress - District 3 - REP,Curtis M. McCrackin,72
Alamosa,Alamosa - Representative to the 119th United States Congress - District 3 - REP,Russ Andrews,68
Alamosa,State Board of Education Member - Congressional District 3 - REP,Sherri M Wright,1128
Alamosa,Regent of the University of Colorado - At Large - REP,Eric Rinard,1102
Alamosa,Regent of the University of Colorado - Congressional District 3 - REP,Ray Scott,853
Alamosa,Regent of the University of Colorado - Congressional District 3 - REP,Kristine Sposato,308
Alamosa,State Senator - District 6 - REP,Cleave Alan Simpson,1354
Alamosa,State Representative - District 62 - REP,Carol Riggenbach,1200
Alamosa,District Attorney - 12th Judicial District - REP,Anne Kelly,1307
Alamosa,Alamosa County Commissioner - District 1 - REP,Lori Laske,1280
Alamosa,Alamosa County Commissioner - District 3 - REP,Vern Heersink,1284
Arapahoe,Representative to the 119th United States Congress - District 1 - DEM,Diana DeGette,548
Arapahoe,Representative to the 119th United States Congress - District 1 - DEM,John Wren,1
Arapahoe,Representative to the 119th United States Congress - District 4 - DEM,Trisha Calvarese,1167
Arapahoe,Representative to the 119th United States Congress - District 4 - DEM,Ike McCorkle,749
Arapahoe,Representative to the 119th United States Congress - District 4 - DEM,John Padora Jr.,478
Arapahoe,Representative to the 119th United States Congress - District 6 - DEM,Jason Crow,47169
Arapahoe,State Board of Education Member - Congressional District 4 - DEM,Krista Holtzmann,2183
Arapahoe,Regent of the University of Colorado - At Large - DEM,"Charles ""CJ"" Johnson",24918
Arapahoe,Regent of the University of Colorado - At Large - DEM,Elliott Hood,22037
Arapahoe,State Senator - District 16 - DEM,Chris Kolker,9735
Arapahoe,State Senator - District 21 - DEM,Dafna Michaelson Jenet,201
Arapahoe,State Senator - District 26 - DEM,Jeff Bridges,6772
Arapahoe,State Senator - District 28 - DEM,Mike Weissman,4323
Arapahoe,State Senator - District 28 - DEM,Idris Keith,3884
Arapahoe,State Senator - District 29 - DEM,Janet Buckner,11611
Arapahoe,State Representative - District 3 - DEM,Meg Froelich,3427
Arapahoe,State Representative - District 36 - DEM,Michael Carter,2061
Arapahoe,State Representative - District 36 - DEM,Bryan Lindstrom,1265
Arapahoe,State Representative - District 37 - DEM,Chad Clifford,6897
Arapahoe,State Representative - District 38 - DEM,Gretchen Jeannette Rydin,7054
Arapahoe,State Representative - District 40 - DEM,Naquetta Ricks,6425
Arapahoe,State Representative - District 41 - DEM,Iman Jodeh,6796
Arapahoe,State Representative - District 42 - DEM,Mandy Lindsay,4771
Arapahoe,State Representative - District 56 - DEM,Alessandra A. Navetta,798
Arapahoe,State Representative - District 61 - DEM,Eliza Hamrick,6162
Arapahoe,State Representative - District 9 - DEM,Emily Sirota,1707
Arapahoe,District Attorney - 18th Judicial District - DEM,Amy Padden,45864
Arapahoe,Arapahoe County Commissioner - District 1 - DEM,Carrie Warren-Gully,11164
Arapahoe,Arapahoe County Commissioner - District 3 - DEM,Scott Brown,8233
Arapahoe,Arapahoe County Commissioner - District 5 - DEM,Rhonda Fields,6015
Arapahoe,Arapahoe County Commissioner - District 5 - DEM,Hashim Coates,2744
Arapahoe,Representative to the 119th United States Congress - District 1 - REP,Valdamar Archuleta,112
Arapahoe,Arapahoe - Representative to the 119th United States Congress - District 4 - REP,Lauren Boebert,1887
Arapahoe,Arapahoe - Representative to the 119th United States Congress - District 4 - REP,Deborah Flora,370
Arapahoe,Arapahoe - Representative to the 119th United States Congress - District 4 - REP,Mike Lynch,358
Arapahoe,Arapahoe - Representative to the 119th United States Congress - District 4 - REP,Jerry Sonnenberg,322
Arapahoe,Arapahoe - Representative to the 119th United States Congress - District 4 - REP,Richard Holtorf,311
Arapahoe,Arapahoe - Representative to the 119th United States Congress - District 4 - REP,Peter Yu,222
Arapahoe,Representative to the 119th United States Congress - District 6 - REP,John E. Fabbricatore,24820
Arapahoe,State Board of Education Member - Congressional District 4 - REP,"Kristi ""KBB"" Burton Brown",1640
Arapahoe,State Board of Education Member - Congressional District 4 - REP,Saundra Larsen,1409
Arapahoe,Regent of the University of Colorado - At Large - REP,Eric Rinard,26948
Arapahoe,State Senator - District 16 - REP,Robyn Carnes,6402
Arapahoe,State Senator - District 21 - REP,Frederick Alfred Jr,921
Arapahoe,State Senator - District 26 - REP,Bob Lane,3371
Arapahoe,State Senator - District 28 - REP,Pedro Espinoza,2756
Arapahoe,State Senator - District 29 - REP,Robert Tate,5133
Arapahoe,State Representative - District 3 - REP,Mickey Neal,1695
Arapahoe,State Representative - District 37 - REP,Danny D. Moore,4583
Arapahoe,State Representative - District 38 - REP,Jeffrey Patty,4566
Arapahoe,State Representative - District 40 - REP,Darryl Gibbs,3708
Arapahoe,State Representative - District 41 - REP,Rob McKenna,3119
Arapahoe,State Representative - District 56 - REP,Chris Richardson,1577
Arapahoe,State Representative - District 61 - REP,Luis A. Moy,4561
Arapahoe,State Representative - District 9 - REP,Tom Cowhick,420
Arapahoe,District Attorney - 18th Judicial District - REP,Carol Chambers,26833
Arapahoe,Arapahoe County Commissioner - District 1 - REP,Tyler Linnebur,6698
Arapahoe,Arapahoe County Commissioner - District 3 - REP,Jeff Baker,6780
Arapahoe,Representative to the 118th United States Congress - District 4,Greg Lopez,2880
Arapahoe,Representative to the 118th United States Congress - District 4,Trisha Eloise Calvarese,2412
Arapahoe,Representative to the 118th United States Congress - District 4,Hannah Goodman,292
Arapahoe,Representative to the 118th United States Congress - District 4,Frank Atwood,96
Archuleta,Representative to the 119th United States Congress - District 3 - DEM,Adam Frisch,1147
Archuleta,State Board of Education Member - Congressional District 3 - DEM,Ellen Angeles,1067
Archuleta,Regent of the University of Colorado - At Large - DEM,Elliott Hood,566
Archuleta,Regent of the University of Colorado - At Large - DEM,"Charles ""CJ"" Johnson",420
Archuleta,Regent of the University of Colorado - Congressional District 3 - DEM,Robert B. Logan,1047
Archuleta,State Senator - District 6 - DEM,Vivian Smotherman,1071
Archuleta,State Representative - District 59 - DEM,Katie Stewart,1083
Archuleta,District Attorney - 6th Judicial District - DEM,Sean Murray,1081
Archuleta,Representative to the 119th United States Congress - District 3 - REP,Lew Webb,751
Archuleta,Representative to the 119th United States Congress - District 3 - REP,Jeff Hurd,681
Archuleta,Representative to the 119th United States Congress - District 3 - REP,Ron Hanks,584
Archuleta,Representative to the 119th United States Congress - District 3 - REP,Stephen A. Varela,164
Archuleta,Representative to the 119th United States Congress - District 3 - REP,Curtis M. McCrackin,149
Archuleta,Representative to the 119th United States Congress - District 3 - REP,Russ Andrews,115
Archuleta,State Board of Education Member - Congressional District 3 - REP,Sherri M Wright,1734
Archuleta,Regent of the University of Colorado - At Large - REP,Eric Rinard,1695
Archuleta,Regent of the University of Colorado - Congressional District 3 - REP,Ray Scott,1395
Archuleta,Regent of the University of Colorado - Congressional District 3 - REP,Kristine Sposato,466
Archuleta,State Senator - District 6 - REP,Cleave Alan Simpson,1777
Archuleta,State Representative - District 59 - REP,Clark Craig,1789
Archuleta,Archuleta County Commissioner - District 1 - REP,Warren M. Brown,1810
Archuleta,Archuleta County Commissioner - District 2 - REP,John Ranson,1631
Archuleta,Archuleta County Commissioner - District 2 - REP,Zane Kraetsch,948
Archuleta,Archuleta County Coroner - REP,Brad Hunt,1707
Baca,Representative to the 119th United States Congress - District 4 - DEM,Ike McCorkle,56
Baca,Representative to the 119th United States Congress - District 4 - DEM,Trisha Calvarese,54
Baca,Representative to the 119th United States Congress - District 4 - DEM,John Padora Jr.,16
Baca,State Board of Education Member - Congressional District 4 - DEM,Krista Holtzmann,97
Baca,Regent of the University of Colorado - At Large - DEM,"Charles ""CJ"" Johnson",52
Baca,Regent of the University of Colorado - At Large - DEM,Elliott Hood,51
Baca,State Representative - District 47 - DEM,Elizabeth Bulthuis,101
Baca,Baca - Representative to the 119th United States Congress - District 4 - REP,Lauren Boebert,484
Baca,Baca - Representative to the 119th United States Congress - District 4 - REP,Richard Holtorf,136
Baca,Baca - Representative to the 119th United States Congress - District 4 - REP,Jerry Sonnenberg,111
Baca,Baca - Representative to the 119th United States Congress - District 4 - REP,Deborah Flora,71
Baca,Baca - Representative to the 119th United States Congress - District 4 - REP,Mike Lynch,35
Baca,Baca - Representative to the 119th United States Congress - District 4 - REP,Peter Yu,14
Baca,State Board of Education Member - Congressional District 4 - REP,Saundra Larsen,326
Baca,State Board of Education Member - Congressional District 4 - REP,"Kristi ""KBB"" Burton Brown",316
Baca,Regent of the University of Colorado - At Large - REP,Eric Rinard,558
Baca,State Representative - District 47 - REP,Ty S. Winter,696
Baca,District Attorney - 15th Judicial District - REP,Andrew J. Hayden,592
Baca,Baca County Commissioner - District 1 - REP,Race Chenoweth,742
Baca,Baca County Commissioner - District 3 - REP,Troy Devlin Bishop,713
Baca,Baca County Coroner - REP,Everett Brisendine,727
Baca,Representative to the 118th United States Congress - District 4,Greg Lopez,754
Baca,Representative to the 118th United States Congress - District 4,Trisha Eloise Calvarese,116
Baca,Representative to the 118th United States Congress - District 4,Hannah Goodman,45
Baca,Representative to the 118th United States Congress - District 4,Frank Atwood,15
Bent,Representative to the 119th United States Congress - District 4 - DEM,Ike McCorkle,101
Bent,Representative to the 119th United States Congress - District 4 - DEM,Trisha Calvarese,86
Bent,Representative to the 119th United States Congress - District 4 - DEM,John Padora Jr.,34
Bent,State Board of Education Member - Congressional District 4 - DEM,Krista Holtzmann,190
Bent,Regent of the University of Colorado - At Large - DEM,"Charles ""CJ"" Johnson",97
Bent,Regent of the University of Colorado - At Large - DEM,Elliott Hood,91
Bent,State Representative - District 47 - DEM,Elizabeth Bulthuis,178
Bent,Representative to the 119th United States Congress - District 4 - REP,Lauren Boebert,491
Bent,Representative to the 119th United States Congress - District 4 - REP,Richard Holtorf,158
Bent,Representative to the 119th United States Congress - District 4 - REP,Jerry Sonnenberg,121
Bent,Representative to the 119th United States Congress - District 4 - REP,Mike Lynch,62
Bent,Representative to the 119th United States Congress - District 4 - REP,Deborah Flora,53
Bent,Representative to the 119th United States Congress - District 4 - REP,Peter Yu,18
Bent,State Board of Education Member - Congressional District 4 - REP,Saundra Larsen,375
Bent,State Board of Education Member - Congressional District 4 - REP,"Kristi ""KBB"" Burton Brown",329
Bent,Regent of the University of Colorado - At Large - REP,Eric Rinard,622
Bent,State Representative - District 47 - REP,Ty S. Winter,732
Bent,District Attorney - 16th Judicial District - REP,James R. Bullock,648
Bent,Bent County Commissioner - District 1 - REP,Jennifer Scofield,685
Bent,Bent County Commissioner - District 3 - REP,Phil Hemphill,470
Bent,Bent County Commissioner - District 3 - REP,Curtis Tempel,440
Bent,Representative to the 118th United States Congress - District 4,Greg Lopez,777
Bent,Representative to the 118th United States Congress - District 4,Trisha Eloise Calvarese,231
Bent,Representative to the 118th United States Congress - District 4,Hannah Goodman,63
Bent,Representative to the 118th United States Congress - District 4,Frank Atwood,33
Boulder,Representative to the 119th United States Congress - District 2 - DEM,Joe Neguse,51467
Boulder,State Board of Education Member - Congressional District 2 - DEM,Kathy Gebhardt,30568
Boulder,State Board of Education Member - Congressional District 2 - DEM,Marisol Lynda Rodriguez,21846
Boulder,Regent of the University of Colorado - At Large - DEM,Elliott Hood,27680
Boulder,Regent of the University of Colorado - At Large - DEM,"Charles ""CJ"" Johnson",20787
Boulder,State Senator - District 17 - DEM,Sonya Jaquez Lewis,18328
Boulder,State Senator - District 18 - DEM,Judy Amabile,21775
Boulder,State Senator - District 18 - DEM,Jovita Schiffer,6694
Boulder,State Representative - District 10 - DEM,Junie Joseph,7896
Boulder,State Representative - District 10 - DEM,Tina Mueh,5493
Boulder,State Representative - District 11 - DEM,Karen McCormick,10186
Boulder,State Representative - District 12 - DEM,Kyle Brown,13845
Boulder,State Representative - District 19 - DEM,Jennifer Lea Parenti,3691
Boulder,State Representative - District 49 - DEM,Lesley Smith,6518
Boulder,State Representative - District 49 - DEM,Max Woodfin,2464
Boulder,District Attorney - 20th Judicial District - DEM,Michael T. Dougherty,47270
Boulder,Boulder County Commissioner - District 1 - DEM,Claire Levy,46286
Boulder,Boulder County Commissioner - District 2 - DEM,Marta Loachamin,45914
Boulder,Boulder County Coroner - DEM,Jeff Martin,46173
Boulder,Representative to the 119th United States Congress - District 2 - REP,Marshall Dawson,9990
Boulder,Regent of the University of Colorado - At Large - REP,Eric Rinard,9923
Boulder,State Senator - District 17 - REP,Tom Van Lone,5982
Boulder,State Representative - District 10 - REP,William B. DeOreo,915
Boulder,State Representative - District 11 - REP,Kathy Reeves,2349
Boulder,State Representative - District 11 - REP,Terri Goon,1623
Boulder,State Representative - District 12 - REP,Mark Milliman,1617
Boulder,State Representative - District 12 - REP,Robert Mahler,1026
Boulder,State Representative - District 19 - REP,Dan Woog,1541
Boulder,State Representative - District 49 - REP,Steve Ferrante,1228
Boulder,Boulder County Commissioner - District 2 - REP,"Donald ""Don"" Lewis",9730
Broomfield,Representative to the 119th United States Congress - District 7 - DEM,Brittany Pettersen,7586
Broomfield,Regent of the University of Colorado - At Large - DEM,Elliott Hood,3947
Broomfield,Regent of the University of Colorado - At Large - DEM,"Charles ""CJ"" Johnson",3522
Broomfield,State Representative - District 33 - DEM,William Lindstedt,7465
Broomfield,District Attorney - 17th Judicial District - DEM,Brian Mason,7453
Broomfield,Representative to the 119th United States Congress - District 7 - REP,Sergei Matveyuk,3927
Broomfield,Regent of the University of Colorado - At Large - REP,Eric Rinard,3869
Broomfield,State Representative - District 33 - REP,Michael Martinez,3889
Chaffee,Representative to the 119th United States Congress - District 7 - DEM,Brittany Pettersen,2377
Chaffee,Regent of the University of Colorado - At Large - DEM,Elliott Hood,1029
Chaffee,Regent of the University of Colorado - At Large - DEM,"Charles ""CJ"" Johnson",929
Chaffee,State Representative - District 13 - DEM,Julie McCluskie,2100
Chaffee,State Representative - District 60 - DEM,Kathryn Green,226
Chaffee,Chaffee County Commissioner - District 1 - DEM,Gina Lucrezi,2230
Chaffee,Chaffee County Commissioner - District 2 - DEM,Dave Armstrong,2254
Chaffee,Representative to the 119th United States Congress - District 7 - REP,Sergei Matveyuk,1723
Chaffee,Regent of the University of Colorado - At Large - REP,Eric Rinard,1685
Chaffee,State Representative - District 13 - REP,Dave Williams,1580
Chaffee,State Representative - District 60 - REP,Stephanie Luck,136
Chaffee,District Attorney - 11th Judicial District - REP,Jeffrey D. Lindsey,1749
Chaffee,Chaffee County Commissioner - District 1 - REP,Norm Nyberg,1747
Chaffee,Chaffee County Commissioner - District 2 - REP,Tom McCracken,1843
Cheyenne,Representative to the 119th United States Congress - District 4 - DEM,Ike McCorkle,19
Cheyenne,Representative to the 119th United States Congress - District 4 - DEM,Trisha Calvarese,17
Cheyenne,Representative to the 119th United States Congress - District 4 - DEM,John Padora Jr.,3
Cheyenne,State Board of Education Member - Congressional District 4 - DEM,Krista Holtzmann,35
Cheyenne,Regent of the University of Colorado - At Large - DEM,"Charles ""CJ"" Johnson",22
Cheyenne,Regent of the University of Colorado - At Large - DEM,Elliott Hood,13
Cheyenne,State Representative - District 56 - DEM,Alessandra A. Navetta,33
Cheyenne,Representative to the 119th United States Congress - District 4 - REP,Jerry Sonnenberg,255
Cheyenne,Representative to the 119th United States Congress - District 4 - REP,Lauren Boebert,212
Cheyenne,Representative to the 119th United States Congress - District 4 - REP,Richard Holtorf,60
Cheyenne,Representative to the 119th United States Congress - District 4 - REP,Deborah Flora,35
Cheyenne,Representative to the 119th United States Congress - District 4 - REP,Mike Lynch,16
Cheyenne,Representative to the 119th United States Congress - District 4 - REP,Peter Yu,11
Cheyenne,State Board of Education Member - Congressional District 4 - REP,Saundra Larsen,220
Cheyenne,State Board of Education Member - Congressional District 4 - REP,"Kristi ""KBB"" Burton Brown",198
Cheyenne,Regent of the University of Colorado - At Large - REP,Eric Rinard,360
Cheyenne,State Representative - District 56 - REP,Chris Richardson,372
Cheyenne,District Attorney - 15th Judicial District - REP,Andrew J. Hayden,367
Cheyenne,Cheyenne County Commissioner - District 1 - REP,R.J. Jolly,481
Cheyenne,Cheyenne County Commissioner - District 3 - REP,Rick Pelton,344
Cheyenne,Cheyenne County Commissioner - District 3 - REP,James Leroy Lengel,152
Cheyenne,Cheyenne County Commissioner - District 3 - REP,Brian Welsh,110
Cheyenne,Representative to the 118th United States Congress - District 4,Greg Lopez,541
Cheyenne,Representative to the 118th United States Congress - District 4,Trisha Eloise Calvarese,38
Cheyenne,Representative to the 118th United States Congress - District 4,Hannah Goodman,28
Cheyenne,Representative to the 118th United States Congress - District 4,Frank Atwood,13
Clear Creek,Representative to the 119th United States Congress - District 2 - DEM,Joe Neguse,1073
Clear Creek,Clear Creek - State Board of Education Member - Congressional District 2 - DEM,Kathy Gebhardt,587
Clear Creek,Clear Creek - State Board of Education Member - Congressional District 2 - DEM,Marisol Lynda Rodriguez,473
Clear Creek,Regent of the University of Colorado - At Large - DEM,Elliott Hood,568
Clear Creek,Regent of the University of Colorado - At Large - DEM,"Charles ""CJ"" Johnson",412
Clear Creek,State Representative - District 49 - DEM,Lesley Smith,736
Clear Creek,State Representative - District 49 - DEM,Max Woodfin,318
Clear Creek,District Attorney - 5th Judicial District - DEM,Heidi McCollum,987
Clear Creek,Clear Creek County Commissioner - District 2 - DEM,Rebecca Lloyd,1041
Clear Creek,Clear Creek County Commissioner - District 3 - DEM,Jodie S. Hartman-Ball,997
Clear Creek,Representative to the 119th United States Congress - District 2 - REP,Marshall Dawson,586
Clear Creek,Regent of the University of Colorado - At Large - REP,Eric Rinard,587
Clear Creek,State Representative - District 49 - REP,Steve Ferrante,595
Clear Creek,Clear Creek County Commissioner - District 2 - REP,Eric Ginter,613
Clear Creek,Clear Creek County Commissioner - District 3 - REP,Robert J. Smith,600
Clear Creek,Clear Creek County Sheriff - REP,Matthew D. Harris,618
Conejos,Representative to the 119th United States Congress - District 3 - DEM,Adam Frisch,819
Conejos,State Board of Education Member - Congressional District 3 - DEM,Ellen Angeles,770
Conejos,Regent of the University of Colorado - At Large - DEM,"Charles ""CJ"" Johnson",455
Conejos,Regent of the University of Colorado - At Large - DEM,Elliott Hood,321
Conejos,Regent of the University of Colorado - Congressional District 3 - DEM,Robert B. Logan,751
Conejos,State Senator - District 6 - DEM,Vivian Smotherman,753
Conejos,State Representative - District 62 - DEM,Matthew Martinez,854
Conejos,Conejos County Commissioner District 1 - DEM,Erwin Placido Romero ,680
Conejos,Conejos County Commissioner District 1 - DEM,Guillermo A DeHerrera,223
Conejos,Conejos County Commissioner District 3 - DEM,Joseph Baroz ,813
Conejos,Representative to the 119th United States Congress - District 3 - REP,Jeff Hurd,450
Conejos,Representative to the 119th United States Congress - District 3 - REP,Ron Hanks,238
Conejos,Representative to the 119th United States Congress - District 3 - REP,Stephen A. Varela,94
Conejos,Representative to the 119th United States Congress - District 3 - REP,Lew Webb,58
Conejos,Representative to the 119th United States Congress - District 3 - REP,Curtis M. McCrackin,39
Conejos,Representative to the 119th United States Congress - District 3 - REP,Russ Andrews,35
Conejos,State Board of Education Member - Congressional District 3 - REP,Sherri M Wright,723
Conejos,Regent of the University of Colorado - At Large - REP,Eric Rinard,710
Conejos,Regent of the University of Colorado - Congressional District 3 - REP,Ray Scott,622
Conejos,Regent of the University of Colorado - Congressional District 3 - REP,Kristine Sposato,150
Conejos,State Senator - District 6 - REP,Cleave Alan Simpson,809
Conejos,State Representative - District 62 - REP,Carol Riggenbach,793
Conejos,District Attorney - 12th Judicial District - REP,Anne Kelly,790
Conejos,Conejos County Commissioner District 1 - REP,Delfino Garcia ,748
Conejos,Conejos County Commissioner District 3 - REP,Justin Rogers ,586
Conejos,Conejos County Commissioner District 3 - REP,Lucas Moroni Larson,360
Costilla,Representative to the 119th United States Congress - District 3 - DEM,Adam Frisch,454
Costilla,State Board of Education Member - Congressional District 3 - DEM,Ellen Angeles,420
Costilla,Regent of the University of Colorado - At Large - DEM,"Charles ""CJ"" Johnson",216
Costilla,Regent of the University of Colorado - At Large - DEM,Elliott Hood,202
Costilla,Regent of the University of Colorado - Congressional District 3 - DEM,Robert B. Logan,399
Costilla,State Senator - District 6 - DEM,Vivian Smotherman,414
Costilla,State Representative - District 62 - DEM,Matthew Martinez,481
Costilla,Costilla County Commissioner District 1 - DEM,Robert Espinoza,408
Costilla,Costilla County Commissioner District 1 - DEM,Frank Martinez,130
Costilla,Costilla County Commissioner District 3 - DEM,Steven Romero ,460
Costilla,Representative to the 119th United States Congress - District 3 - REP,Jeff Hurd,109
Costilla,Representative to the 119th United States Congress - District 3 - REP,Ron Hanks,83
Costilla,Representative to the 119th United States Congress - District 3 - REP,Stephen A. Varela,22
Costilla,Representative to the 119th United States Congress - District 3 - REP,Lew Webb,13
Costilla,Representative to the 119th United States Congress - District 3 - REP,Curtis M. McCrackin,9
Costilla,Representative to the 119th United States Congress - District 3 - REP,Russ Andrews,9
Costilla,State Board of Education Member - Congressional District 3 - REP,Sherri M Wright,186
Costilla,Regent of the University of Colorado - At Large - REP,Eric Rinard,184
Costilla,Regent of the University of Colorado - Congressional District 3 - REP,Ray Scott,181
Costilla,Regent of the University of Colorado - Congressional District 3 - REP,Kristine Sposato,20
Costilla,State Senator - District 6 - REP,Cleave Alan Simpson,190
Costilla,State Representative - District 62 - REP,Carol Riggenbach,198
Costilla,District Attorney - 12th Judicial District - REP,Anne Kelly,200
Costilla,Costilla County Commissioner District 1 - REP,Brandy Napier,204
Costilla,Costilla County Commissioner District 3 - REP,Augustine Roy Esquibel,158
Crowley,Representative to the 119th United States Congress - District 4 - DEM,Trisha Calvarese,72
Crowley,Representative to the 119th United States Congress - District 4 - DEM,Ike McCorkle,59
Crowley,Representative to the 119th United States Congress - District 4 - DEM,John Padora Jr.,19
Crowley,State Board of Education Member - Congressional District 4 - DEM,Krista Holtzmann,128
Crowley,Regent of the University of Colorado - At Large - DEM,Elliott Hood,70
Crowley,Regent of the University of Colorado - At Large - DEM,"Charles ""CJ"" Johnson",61
Crowley,State Representative - District 47 - DEM,Elizabeth Bulthuis,134
Crowley,Representative to the 119th United States Congress - District 4 - REP,Lauren Boebert,423
Crowley,Representative to the 119th United States Congress - District 4 - REP,Richard Holtorf,115
Crowley,Representative to the 119th United States Congress - District 4 - REP,Deborah Flora,74
Crowley,Representative to the 119th United States Congress - District 4 - REP,Jerry Sonnenberg,73
Crowley,Representative to the 119th United States Congress - District 4 - REP,Mike Lynch,55
Crowley,Representative to the 119th United States Congress - District 4 - REP,Peter Yu,19
Crowley,State Board of Education Member - Congressional District 4 - REP,"Kristi ""KBB"" Burton Brown",324
