CountyName,ContestName,ContestChoices
Grand,Colorado Court of Appeals Judge - Brown,"No, Yes"
Gunnison,Colorado Court of Appeals Judge - Brown,"No, Yes"
Hinsdale,Colorado Court of Appeals Judge - Brown,"No, Yes"
Huerfano,Colorado Court of Appeals Judge - Brown,"No, Yes"
Jackson,Colorado Court of Appeals Judge - Brown,"No, Yes"
Jefferson,Colorado Court of Appeals Judge - Brown,"No, Yes"
Kiowa,Colorado Court of Appeals Judge - Brown,"No, Yes"
Archuleta,District Court Judge - 6th Judicial District - Wilson,"No, Yes"
Archuleta,Governor/Lieutenant Governor,"Danielle Neuschwanger / Darryl Gibbs, Heidi Ganahl / Danny Moore, Jared Polis / Dianne Primavera, Kevin Ruskusky / Michele Poague, Paul Noël Fiorino / Cynthia Munhos de Aquino Sirianni, Paul Willmon / Kathren May, Zachary Varon / Sean Hoyt"
Archuleta,Proposition 121 (Statutory),"No/Against, Yes/For"
Baca,Proposition 121 (Statutory),"No/Against, Yes/For"
Bent,Proposition 121 (Statutory),"No/Against, Yes/For"
Boulder,Proposition 121 (Statutory),"No/Against, Yes/For"
Broomfield,Proposition 121 (Statutory),"No/Against, Yes/For"
Chaffee,Proposition 121 (Statutory),"No/Against, Yes/For"
Cheyenne,Proposition 121 (Statutory),"No/Against, Yes/For"
Clear Creek,Proposition 121 (Statutory),"No/Against, Yes/For"
Routt,Representative to the 118th United States Congress - District 2,"Gary L. Nation, Joe Neguse, Marshall Dawson, Steve Yurash, Tim Wolf"
Archuleta,Secretary of State,"Amanda Campbell, Bennett Rutledge, Gary Swing, Jan Kok, Jena Griswold, Pam Anderson"
Boulder,State Board of Education Member - At Large,"Dan Maloit, Eric Bodenstab, Kathy Plomer, Ryan Van Gundy"
El Paso,State Representative - District 20,Don Wilson
Archuleta,State Treasurer,"Anthony J. Delgado, Dave Young, Lang Sias"
Summit,Representative to the 118th United States Congress - District 2,"Gary L. Nation, Joe Neguse, Marshall Dawson, Steve Yurash, Tim Wolf"
Weld,North Weld County Water District Ballot Issue 7A,"No/Against, Yes/For"
Crowley,Amendment D (Constitutional),"No/Against, Yes/For"
Custer,Amendment D (Constitutional),"No/Against, Yes/For"
Denver,Amendment D (Constitutional),"No/Against, Yes/For"
Baca,Attorney General,"John Kellner, Phil Weiser, Stanley Thorne, William F. Robinson III"
Baca,Baca County Assessor,Gayla J. Thompson
Baca,Baca County Clerk and Recorder,Sharon Dubois
Baca,Baca County Commissioner - 2,"James Dubois, Shiloh Freed"
Baca,Baca County Coroner,Robert Morrow
Baca,Baca County Sheriff,"Aaron Mack Shiplett, Colin F. Elstob"
Baca,Baca County Surveyor,There are no candidates for this office
Baca,Baca County Treasurer,Jozy Stegman
Kit Carson,Colorado Court of Appeals Judge - Brown,"No, Yes"
La Plata,Colorado Court of Appeals Judge - Brown,"No, Yes"
Lake,Colorado Court of Appeals Judge - Brown,"No, Yes"
Larimer,Colorado Court of Appeals Judge - Brown,"No, Yes"
Las Animas,Colorado Court of Appeals Judge - Brown,"No, Yes"
Lincoln,Colorado Court of Appeals Judge - Brown,"No, Yes"
Logan,Colorado Court of Appeals Judge - Brown,"No, Yes"
Mesa,Colorado Court of Appeals Judge - Brown,"No, Yes"
Baca,Governor/Lieutenant Governor,"Danielle Neuschwanger / Darryl Gibbs, Heidi Ganahl / Danny Moore, Jared Polis / Dianne Primavera, Kevin Ruskusky / Michele Poague, Paul Noël Fiorino / Cynthia Munhos de Aquino Sirianni, Paul Willmon / Kathren May, Zachary Varon / Sean Hoyt"
Conejos,Proposition 121 (Statutory),"No/Against, Yes/For"
Costilla,Proposition 121 (Statutory),"No/Against, Yes/For"
Crowley,Proposition 121 (Statutory),"No/Against, Yes/For"
Custer,Proposition 121 (Statutory),"No/Against, Yes/For"
Delta,Proposition 121 (Statutory),"No/Against, Yes/For"
Denver,Proposition 121 (Statutory),"No/Against, Yes/For"
Dolores,Proposition 121 (Statutory),"No/Against, Yes/For"
Douglas,Proposition 121 (Statutory),"No/Against, Yes/For"
Arapahoe,Regent of the University of Colorado - Congressional District 4,"Frank McNulty, Jack Barrington"
Weld,Representative to the 118th United States Congress - District 2,"Gary L. Nation, Joe Neguse, Marshall Dawson, Steve Yurash, Tim Wolf"
Baca,Secretary of State,"Amanda Campbell, Bennett Rutledge, Gary Swing, Jan Kok, Jena Griswold, Pam Anderson"
Broomfield,State Board of Education Member - At Large,"Dan Maloit, Eric Bodenstab, Kathy Plomer, Ryan Van Gundy"
El Paso,State Representative - District 21,"Kolten Montgomery, Mary Bradfield"
Washington,State Senator - District 1,Byron Pelton
Baca,State Treasurer,"Anthony J. Delgado, Dave Young, Lang Sias"
Alamosa,Representative to the 118th United States Congress - District 3,"Adam Frisch, Kristin Skowronski, Lauren Boebert, Marina Zimmerman, Richard ""Turtle"" Tetu"
Dolores,Amendment D (Constitutional),"No/Against, Yes/For"
Douglas,Amendment D (Constitutional),"No/Against, Yes/For"
Eagle,Amendment D (Constitutional),"No/Against, Yes/For"
Bent,Attorney General,"John Kellner, Phil Weiser, Stanley Thorne, William F. Robinson III"
Bent,Bent County Assessor,Guy F. Wagner
Bent,Bent County Clerk and Recorder,Lynda G. Moss
Bent,Bent County Commissioner - District 2,"Alan Stump, Ross Stotz"
Bent,Bent County Coroner,Jason Nichols
Bent,Bent County Sheriff,"Jake R. Six, Webster Lee Hogue"
Bent,Bent County Surveyor,There are no candidates for this office
Bent,Bent County Treasurer,Kathy Brown
Bent,City of Las Animas Appointment of City Clerk 2A,"No/Against, Yes/For"
Bent,City of Las Animas Appointment of City Treasurer 2B,"No/Against, Yes/For"
Bent,City of Las Animas Publish Ordinances by Title Only 2C,"No/Against, Yes/For"
Mineral,Colorado Court of Appeals Judge - Brown,"No, Yes"
Moffat,Colorado Court of Appeals Judge - Brown,"No, Yes"
Montezuma,Colorado Court of Appeals Judge - Brown,"No, Yes"
Montrose,Colorado Court of Appeals Judge - Brown,"No, Yes"
Morgan,Colorado Court of Appeals Judge - Brown,"No, Yes"
Otero,Colorado Court of Appeals Judge - Brown,"No, Yes"
Ouray,Colorado Court of Appeals Judge - Brown,"No, Yes"
Park,Colorado Court of Appeals Judge - Brown,"No, Yes"
Bent,District Court Judge - 16th Judicial District - MacDonnell,"No, Yes"
Bent,Governor/Lieutenant Governor,"Danielle Neuschwanger / Darryl Gibbs, Heidi Ganahl / Danny Moore, Jared Polis / Dianne Primavera, Kevin Ruskusky / Michele Poague, Paul Noël Fiorino / Cynthia Munhos de Aquino Sirianni, Paul Willmon / Kathren May, Zachary Varon / Sean Hoyt"
Bent,McClave School District RE-2 Bond Question 4A,"No/Against, Yes/For"
Eagle,Proposition 121 (Statutory),"No/Against, Yes/For"
El Paso,Proposition 121 (Statutory),"No/Against, Yes/For"
Elbert,Proposition 121 (Statutory),"No/Against, Yes/For"
Fremont,Proposition 121 (Statutory),"No/Against, Yes/For"
Garfield,Proposition 121 (Statutory),"No/Against, Yes/For"
Gilpin,Proposition 121 (Statutory),"No/Against, Yes/For"
Grand,Proposition 121 (Statutory),"No/Against, Yes/For"
Gunnison,Proposition 121 (Statutory),"No/Against, Yes/For"
Baca,Regent of the University of Colorado - Congressional District 4,"Frank McNulty, Jack Barrington"
Archuleta,Representative to the 118th United States Congress - District 3,"Adam Frisch, Kristin Skowronski, Lauren Boebert, Marina Zimmerman, Richard ""Turtle"" Tetu"
Bent,Secretary of State,"Amanda Campbell, Bennett Rutledge, Gary Swing, Jan Kok, Jena Griswold, Pam Anderson"
Chaffee,State Board of Education Member - At Large,"Dan Maloit, Eric Bodenstab, Kathy Plomer, Ryan Van Gundy"
El Paso,State Representative - District 22,"Blake Garner, Kenneth G DeGraaf, Michael Giallombardo"
Weld,State Senator - District 1,Byron Pelton
Bent,State Treasurer,"Anthony J. Delgado, Dave Young, Lang Sias"
Conejos,Representative to the 118th United States Congress - District 3,"Adam Frisch, Kristin Skowronski, Lauren Boebert, Marina Zimmerman, Richard ""Turtle"" Tetu"
El Paso,Amendment D (Constitutional),"No/Against, Yes/For"
Elbert,Amendment D (Constitutional),"No/Against, Yes/For"
Fremont,Amendment D (Constitutional),"No/Against, Yes/For"
Boulder,Attorney General,"John Kellner, Phil Weiser, Stanley Thorne, William F. Robinson III"
Boulder,Boulder County Assessor,Cynthia Braddock
Boulder,Boulder County Ballot Issue 1A,"No/Against, Yes/For"
Boulder,Boulder County Ballot Issue 1B,"No/Against, Yes/For"
Boulder,Boulder County Ballot Issue 1C,"No/Against, Yes/For"
Boulder,Boulder County Clerk and Recorder,Molly Fitzpatrick
Boulder,Boulder County Commissioner - District 3,"Ashley Stolzmann, Bo Shaffer"
Boulder,Boulder County Coroner,Emma R. Hall
Boulder,Boulder County Court Judge - Archuleta,"No/Against, Yes/For"
Boulder,Boulder County Court Judge - Brodsky,"No/Against, Yes/For"
Boulder,Boulder County Court Judge - Malkinson,"No/Against, Yes/For"
Boulder,Boulder County Court Judge - Martinez,"No/Against, Yes/For"
Boulder,Boulder County Sheriff,Curtis Johnson
Boulder,Boulder County Surveyor,Lee Stadele
Boulder,Boulder County Treasurer,Paul Weissmann
Boulder,Boulder Public Library District Ballot Issue 6C,"No/Against, Yes/For"
Boulder,Boulder Valley School District RE-2 Ballot Issue 5A,"No/Against, Yes/For"
Boulder,City of Boulder Ballot Issue 2A,"No/Against, Yes/For"
Boulder,City of Boulder Ballot Issue 2B,"No/Against, Yes/For"
Boulder,City of Boulder Ballot Question 2C,"No/Against, Yes/For"
Boulder,City of Boulder Ballot Question 2D,"No/Against, Yes/For"
Boulder,City of Boulder Ballot Question 2E,"No/Against, Yes/For"
Boulder,City of Boulder Ballot Question 2F,"No/Against, Yes/For"
Boulder,City of Longmont - City Council Member At-Large,"Gary Hodges, Mitzi Nicoletti, Sean P. McCoy"
